,text,detection,location
1328,Check out this librarian !,0,-1
1329,Wal - Mart Is Not the Only Saving Place . Come On In .,0,-1
1330,Lightning never strikes twice in the same place .,0,-1
1333,"Hmmm , fence must still be down over at the funny farm . . . .",0,-1
1334,When the branding iron was invented cattle were very impressed .,0,-1
1335,You always find something in the last place you look .,0,-1
1337,I need some more tips to get better at juggling .,0,-1
1341,Males who wonder why they should have a prostate exam usually get it in the end .,0,-1
1344,Stop expressing yourself so rudely !,0,-1
1346,The rusty car is worth nothing at all to me .,0,-1
1347,We ' re lost but we ' re making good time .,0,-1
1348," ' ' It ' s a German song , ' ' Evan lied .",0,-1
1352,The oil well driller had a boring job .,0,-1
1353,"If you got it , flaunt it .",0,-1
1354,The man who worked at the watch factory was very funny . He stood about all day making faces .,0,-1
1359,"Occasionally , I hear an assertion followed by a hasty qualification , such as , ' ' Jim graduated in 1995 - - if memory serves . ' ' I ' ll respond : ' . . . or only stands and waits . ' '",0,-1
1361,"If fortune favours , beware of being exalted ; if fortune thunders , beware of being overwhelmed .",0,-1
1362,""" Tea , Early Grey , hot "" - Picard . . "" Ale , Romulan , lots . "" - Kirk",0,-1
1368,"The boy swallowed a pillow , the hospital described his condition as comfortable .",0,-1
1370,Captain we ' re at 1700 CPS . The UARTs canna take much more,0,-1
1371,Windows loading . Come back tomorrow .,0,-1
1373,What did the skeleton have for supper ? Ribs .,0,-1
1375,A woody area shouldn ' t have this many chipmunks .,0,-1
1376,Fight fire with fire .,0,-1
1378,"Antennas aren ' t supposed to be this cheap , right ?",0,-1
1379,The hardest thing for a person to keep is his opinion,0,-1
1380,Can bankers count ? Eight windows and only four tellers ?,0,-1
1386,We have nothing to fear but fear itself .,0,-1
1387,"Then there was the occasion I spotted a health - oriented cafe displaying a sign reading ' ' California Shakes . ' ' Obviously , I thought .",0,-1
1388,Of two evils choose the least .,0,-1
1390,911 : Press 1 if robbery . Press 2 if house on fire . Press 3 . . .,0,-1
1398,"Fire , quoth the fox , when he pissed on the ice .",0,-1
1399,"Anarchists of the world , UNITE ! !",0,-1
1402,"Okay , I pulled the pin . Now what ? Where are you going ?",0,-1
1405,A bird in the hand is worth two in the bush .,0,-1
1406,Overdrawn ? No way ! I still have checks left !,0,-1
1409,Basic Flying Rule # 1 : Keep the pointy end forward .,0,-1
1411,All that glistens is not gold .,0,-1
1413,Power tends to corrupt ; absolute power corrupts absolutely .,0,-1
1415,Many words will not fill a bushel .,0,-1
1420,"We did it twice last night , she relayed .",0,-1
1422,"I never get lost , just momentarily disoriented .",0,-1
1429,"Waiter , there ' s a fly in my soup ! ' ' At our restaurant , we guarantee You won ' t find a single fly . ' ' ' ' Whaddya mean ? ' ' ' ' Because they ' re all married . ' '",0,-1
1430,You are now entering a School Free Drug Zone .,0,-1
1434,The lawyer helped me to write the will .,0,-1
1435," ' ' Here ' s your allowance for the next two weeks , ' ' Richard advanced .",0,-1
1445,You can ' t have an omelette unless you break the egg .,0,-1
1446,Give a dog a bad name and hang him .,0,-1
1448,The heart sees farther than the head .,0,-1
1453,"Peter went overboard for the lord , why can ' t we .",0,-1
1454,Stop talking ! I ' m out of aspirin !,0,-1
1455,Proofread carefully to see if you any words out .,0,-1
1457,"The truth shall set you free , or The truth will set you free .",0,-1
1459,The museum curator loves showing us his art .,0,-1
1461,"I ' m sorry Mrs . Bobbitt , you can ' t send that in the mail .",0,-1
1464,"Monkey see , monkey do .",0,-1
1467,Anything not nailed down is a cat toy .,0,-1
1468,Success is a journey not a destination .,0,-1
1472,I ' d love to change the world . . . if I can get the source code .,0,-1
1474,Always smile . It makes people wonder what you ' re up to .,0,-1
1475,"Kindness , like grain , increases by sowing .",0,-1
1478,"Do I straddle the fence on issues ? Well , yes and no . . . .",0,-1
1480,Absence makes the heart grow fonder .,0,-1
1481,The queen told the prince that he was a royal pain .,0,-1
1482,Hell ! I thought I ' d gotten away with it !,0,-1
1483,Ron has the best motorcycle in town .,0,-1
1484,A friend cannot be known in prosperity nor an enemy be hidden in adversity .,0,-1
1486,Photographers are often very candid people .,0,-1
1487,Hell ! I thought it didn ' t matter what you believed as long as you were sincere !,0,-1
1489,Shame take him that shame thinketh .,0,-1
1490,A good beginning makes a good ending .,0,-1
1493,It is always darkest just before you turn on the lights .,0,-1
1494,"If it looks like a duck , swims like a duck , and quacks like a duck , then it probably is a duck .",0,-1
1498,A golden bit does not make the horse any better .,0,-1
1500,We carry our greatest enemies within us .,0,-1
1511,Satan can ' t bring you down any farther than your knees .,0,-1
1515,The candy store was filled with children from down the street .,0,-1
1522,"Nature , time , and patience are three great physicians .",0,-1
1524,My other computer runs the Enterprise .,0,-1
1525,"Engineers : often wrong , seldom in doubt .",0,-1
1528,Don ' t let the perfect become the enemy of the good .,0,-1
1530,A hedge between keeps friends green .,0,-1
1531,When William joined the army he disliked the phrase ' fire at will ' .,0,-1
1533,Fine words butter no parsnips .,0,-1
1535,"That ' s the seventh dip , Namaan said cleanly .",0,-1
1536,Don ' t take life seriously . . . it isn ' t permanent .,0,-1
1540,A streaker was found dead this morning . Police say the details are quite revealing .,0,-1
1544,"Old gamblers never die , they just get discarded .",0,-1
1547,"OLD CREDIT CARD USERS never die , they just expire .",0,-1
1548,The members of the oldest profession are not really lost women ; they are just mislaid .,0,-1
1550,"A wife lasts as long as a marriage , an ex - wife for ever .",0,-1
1551,"My name is Gene , I ' m a DNA researcher .",0,-1
1552,Don ' t fall before you ' re pushed .,0,-1
1554,The musician played a lute at the concert and earned his fame .,0,-1
1566,"I before E except after C , huh ? Weird . . . . .",0,-1
1568,Advice most needed is least heeded .,0,-1
1570,The man who fell into an upholstery machine is fully recovered .,0,-1
1571,"( A ) bort , ( R ) etry , ( F ) ail , ( G ) rab _ Hammer",0,-1
1572,The longest mile is the last mile home .,0,-1
1575,"Where ignorance is bliss , ' tis folly to be wise .",0,-1
1576,Time and tide wait for no man .,0,-1
1577,"Love me , love my dog .",0,-1
1579,Conductors are essential for the performance tonight .,0,-1
1580,I ' m not worthless . I can always serve as a bad example .,0,-1
1581,Forgive and forget .,0,-1
1582,Don ' t wash your dirty linen in public .,0,-1
1583,A burnt child dreads the fire .,0,-1
1586,"Dorothy ' s dog , of the Wizard of Oz fame , always eats his food entirely - he never leaves any scraps because it ' s in toto .",0,-1
1593,Rental agents offer quarters for dollars .,0,-1
1594,The environmentalist rode his bike 20 miles in the morning and 20 more in the evening . He loved recycling .,0,-1
1595,". . . I multi - task , I read in the bathroom .",0,-1
1597,"Enjoy the present day , trusting little to what tomorrow may bring .",0,-1
1598,There are sins of omission as well as of commission .,0,-1
1599,"Deeds are fruits , words are but leaves .",0,-1
1600,Wade not in unknown waters .,0,-1
1601,"I forget the dream , but I ' m missing a pajama button . . .",0,-1
1602,The electrician had a lot of customers yesterday and he almost went mad .,0,-1
1603,"Yo mama ' s so ugly , she made an onion cry .",0,-1
1604,My name is Sherry . I work in a vineyard .,0,-1
1606,Politics makes strange bedfellows .,0,-1
1611,"Hey , wake up ! It ' s time for your sleeping pills .",0,-1
1612,Procrastination is the thief of time .,0,-1
1613,A watched pot never boils .,0,-1
1616,"I wanted to join my local rambling club , but the guy I spoke to on the phone just went on and on .",0,-1
1617,Her face was determined as she climbed the porch .,0,-1
1619,Go with the flow .,0,-1
1623,"As you sow , so you reap .",0,-1
1626,My name is Bud . I ' m in flowers .,0,-1
1629,"OLD WATCHMAKERS never die , they just wind down .",0,-1
1630,There ' s many a slip ' twixt cup and lip .,0,-1
1633,Reckless youth makes rueful age .,0,-1
1634,Do unto others as you would have them do unto you .,0,-1
1635,Dogs and birds can be good friends too .,0,-1
1639,"Love is like war , Easy to start , Hard to end , Impossible to forget .",0,-1
1640,"If you can ' t beat them , join them .",0,-1
1641,Pick Pockets 50 % Climb Walls 75 % Steal Tagline 99 %,0,-1
1643,A seminar on Time Travel will be held 2 weeks ago . . . .,0,-1
1644,"Be careful what you wish for , you just might get it .",0,-1
1649,Proverbs run in pairs .,0,-1
1654,"My name is Oscar , and I ' m a movie star .",0,-1
1655,For fast relief take two tablets . The ten commandments,0,-1
1657,Where there are many chickens you can find layers of eggs .,0,-1
1662,The man who dies with the most toys is still dead .,0,-1
1663,"OLD WATCHMAKERS never die , they just unwind .",0,-1
1664,Shit or get off the pot .,0,-1
1667,"Windows isn ' t crippleware : it ' s "" Functionally Challenged """,0,-1
1668,Network management is like trying to herd cats . . .,0,-1
1669,Confidence is important ; the computer can sense fear .,0,-1
1672,It ' s a good horse that never stumbles .,0,-1
1673,There ' s no place like home .,0,-1
1674,By perseverance the snail reached the arc .,0,-1
1679,"Long absent , soon forgotten .",0,-1
1680,"OLD CARDIOLOGISTS never die , they just lose heart .",0,-1
1681,A friend is best found in adversity .,0,-1
1683,Don ' t try to reinvent the wheel .,0,-1
1684,Hell hath no fury like the lawyer of woman scorned !,0,-1
1685,"OLD ELECTRICIANS never die , they just lose their spark .",0,-1
1688,What ' s another word for Thesaurus ?,0,-1
1693,Time will tell .,0,-1
1699,"My name is Frank , the Hot - Dog vendor",0,-1
1706,Give a man a fish and you feed him for a day . Teach a man to fish and you feed him for a lifetime .,0,-1
1709,A will is a relative thing .,0,-1
1710,Home is where the heart is .,0,-1
1714,"OLD CASHIERS never die , they just change .",0,-1
1716,Joan is as good as my lady in the dark .,0,-1
1717,The incontinent Scotsman had a wee accident .,0,-1
1718,Be reasonable . . . . . do it my way .,0,-1
1721,Confidence is the companion of success .,0,-1
1722,"I ' d love to , but I ' m teaching my ferret to yodel .",0,-1
1723,A broken watch is right two times a day .,0,-1
1724,"Don ' t play with matches . Lighters work much , much better .",0,-1
1725,Reward for a job well done : more work .,0,-1
1727,Horses eat best when they don ' t have a bit in their mouth .,0,-1
1731,"Two can live as cheaply as one , for half as long .",0,-1
1733,Sharks don ' t eat lawyers . Professional courtesy .,0,-1
1738,He does the work of 3 men . . . . Larry Moe & Curly .,0,-1
1740,Good girls go to heaven . Bad girls go EVERYwhere .,0,-1
1741,"I ' m not lost , I ' m "" locationally challenged . """,0,-1
1743,Where there ' s muck there ' s brass .,0,-1
1745,"When in Rome , do as the Romans do .",0,-1
1746,Many a mickle makes a muckle .,0,-1
1750,"OLD ORGANISTS never die , they just come to a stop .",0,-1
1752,A cat may look at a king .,0,-1
1754,"I ' m taking this ship back into harbor , Richard reported .",0,-1
1755,They call me Pops . I sell soft drinks .,0,-1
1760,"I met this guy who said he loved children , then I found out he was on parole for it .",0,-1
1765,Great minds agree .,0,-1
1766,OLD FIREFIGHTERS never die they just go to blazes .,0,-1
1769,Never share a foxhole with anyone braver than you are .,0,-1
1770,A crazy programmer with a cold is a coughing hacker .,0,-1
1772,The only free cheese is in the mouse trap .,0,-1
1774,Hasty judgment leads to repentance .,0,-1
1776,Take care of number one .,0,-1
1777,"He ' s dead , Jim . Kick him if you don ' t believe me .",0,-1
1779,Life is what you make of it .,0,-1
1784,He that steals an egg will steal an ox .,0,-1
1788,"Though thou hast ever so many counsellors , yet do not forsake the counsel of thy own soul .",0,-1
1789,Press any key to continue or any other key to quit,0,-1
1791,Banners are everywhere because it ' s the parade today .,0,-1
1793,It is better to die on one ' s feet than live on one ' s knees .,0,-1
1800,Cats remind us that not everything in Nature has purpose .,0,-1
1802,You have an important role as a negative example .,0,-1
1810,Fear not the loss of the bell more than the loss of the steeple .,0,-1
1811,Your E - mail has been returned due to insufficient voltage,0,-1
1816,"A paid up computer is , by definition , obsolete .",0,-1
1817,"Actions are usually right , but the reasons seldom are .",0,-1
1818,"The enemy of my enemy , is my friend .",0,-1
1823,OLD CHAUFFEURS never die they just lose their drive .,0,-1
1825,Come huddle with us before the big game,0,-1
1827,WORK HARDER ! . . . Millions on Welfare depend on YOU !,0,-1
1829,Give him an inch and he ' ll take a yard .,0,-1
1831,"OLD HOUSEWIVES never die , they just wash away .",0,-1
1838,She was only an Apple - grower ' s daughter but the men said she was delicious .,0,-1
1839,Double your hard disk space : DELETE WINDOWS !,0,-1
1842,Give credit where credit is due .,0,-1
1843,I tried to look up impotence on the Internet but nothing came up .,0,-1
1845,This tagline no verb .,0,-1
1846," ' ' I like ragged margins , ' ' said Jennifer without justification .",0,-1
1847,Don ' t open the darkroom door ; it lets all the dark out .,0,-1
1848,"Old photographers never die , they ' re just out of the picture for a while .",0,-1
1850," ' ' I don ' t work here on a regular basis , ' ' said Jacob casually .",0,-1
1851,"OLD FROGS never die , but they do croak .",0,-1
1854,The cannibal passed his brother in the woods .,0,-1
1855,Freud could barely repress his excitement .,0,-1
1856,My word is final ! Mike dictated to his secretary .,0,-1
1862,"What did the minister say to the underdressed layman ? ' ' No shoes , no shirt , no service ' '",0,-1
1864,You can ' t milk a bull .,0,-1
1865,"It ' s not the money I want , it ' s the stuff .",0,-1
1867,A true friend does sometime venture to be offensive .,0,-1
1868,"I ' ll corroborate that again , Megan reproved .",0,-1
1869,"Why yes , I - do - work for a unit of the Illuminati .",0,-1
1874,"Sow thin , shear thin .",0,-1
1876,OLD BASEBALLS never die they just get pitched .,0,-1
1877,The baseball pitcher ' s retirement was at the end of a wonderful ERA .,0,-1
1881,"Sheesh ! You start havin ' fun , and they send the lawyers !",0,-1
1882,He that can have patience can have what he will .,0,-1
1887,"OLD WOOL COATS never die , they just become mothballed .",0,-1
1889,All true wisdom is found on T - shirts . - - And in taglines .,0,-1
1890,"If it ' s too good to be true , then it probably is .",0,-1
1893,Why do we have training bras ? What can we teach them ?,0,-1
1895,False friends are worse than open enemies .,0,-1
1896,Mason - Dixon Line n . Separates y ' all from youse guys,0,-1
1897,Last night sex was so good the neighbors lit cigarettes .,0,-1
1898,Manners maketh the man .,0,-1
1899,A word spoken is past recalling .,0,-1
1900,You have the right to remain silent . . . . USE IT !,0,-1
1901,Fools and their money become popular quickly .,0,-1
1902,The apple never falls far from the tree .,0,-1
1904,"We ' re all sitting in the same boat : I fish , you row .",0,-1
1906,"OLD YACHTSMEN never die , they just keel over .",0,-1
1907,"She was only a Lighthouse keeper ' s daughter , but she never went out at night",0,-1
1908,Admiration is the daughter of ignorance .,0,-1
1909,You are confused ; but this is your normal state .,0,-1
1910,"Live by the sword , die by the sword .",0,-1
1911,User : The hardest - to - setup PC peripheral you can buy .,0,-1
1912," ' ' I will now demonstrate how to dissect a sheep , ' ' delivered Sherry .",0,-1
1913,You have to fill out many government forms because there are many forms of government .,0,-1
1914,"Bush says "" No new taxes ! "" , Clinton says , "" No , NEW taxes ! """,0,-1
1916,Poverty is the reward of idleness .,0,-1
1919,Took an hour to bury the cat . Silly thing kept moving . . .,0,-1
1920,When poker players have to fold they feel a bit discarded .,0,-1
1928,A bible falling apart belongs to someone who isn ' t .,0,-1
1931,An idea is not responsible for fools who believe in it .,0,-1
1934,The vaccuum cleaner stopped working after two weeks !,0,-1
1935,Every rose has its thorn .,0,-1
1937,"Plough deep while sluggards sleep , and you will have corn to sell and keep .",0,-1
1939,"He ' s not dead , he ' s electroencephalographically challenged",0,-1
1943,Vertical living is flat dwelling .,0,-1
1945,A lot of kneeling will keep you in good standing,0,-1
1949,Canadian DOS prompt : EH ? \ >,0,-1
1950,"Squirt guns don ' t soak people , People soak people .",0,-1
1954,I went to an invisible fairground but didn ' t think it was very good . I just couldn ' t see the attraction .,0,-1
1959,Good clothes open all doors .,0,-1
1961,A blow with a word strikes deeper than a blow with a sword .,0,-1
1962,Tires cost 100 bucks to change .,0,-1
1967,"For want of a nail the shoe is lost , for want of a shoe the horse is lost , for want of a horse the rider is lost .",0,-1
1968,"She was only a Janitor ' s daughter , and she was often swept off her feet .",0,-1
1973,"Never draw fire , it irritates everyone around you .",0,-1
1974,"My name is Rich , A successful investment banker .",0,-1
1975,A photographer taking pictures of golfers says 'hello ' .,0,-1
1981,Better is the enemy of good .,0,-1
1984,How come wrong numbers are never busy ? ? ?,0,-1
1985,There is a growing body of obesity research .,0,-1
1993,"Everyone talks about the weather , but nobody does anything about it .",0,-1
1994,"OLD BUS DRIVERS never die , they just take a turn for the worse .",0,-1
1997,"If it ain ' t broke , let me have a shot at it .",0,-1
1998,Age and treachery can always overcome youth and skill .,0,-1
2000,It ' s never too late to mend .,0,-1
2003,"I used to have a life , now I have a modem .",0,-1
2006,"My name is Cookie , I ' m a baker .",0,-1
2007,2 Rules for Success : Rule # 1 : Never reveal everything you know .,0,-1
2012,Love can be a touchy subject .,0,-1
2013,"Grasp all , lose all .",0,-1
2020,"Stewardess trainee : "" Where does THIS door gooooooooooooo . . . . """,0,-1
2021,Volta was electrified .,0,-1
2022,Dwarf on a giant ' s shoulder sees farther of the two .,0,-1
2026,I ' m NOT stubborn ! You can ' t convince me otherwise ! !,0,-1
2030,OLD BOOKKEEPERS never die they just lose their figures .,0,-1
2031,Who do you have to sleep with to get service around here ?,0,-1
2032,Building a cul - de - sac would be a bit of a dead - end job .,0,-1
2034,"Teacher : In this box , I have a 10 - foot snake . Sammy : You can ' t fool me , Teacher . . . snakes don ' t have feet .",0,-1
2035,A good friend never offends .,0,-1
2036,The rabbi became a professional golfer in university .,0,-1
2038,they stand best who kneel most,0,-1
2039," ' ' It ' s an actual parameter , not a formal parameter , ' ' was Robert ' s argument .",0,-1
2041,A summer is a mathematician .,0,-1
2042,My name is Mike . I ' m an announcer,0,-1
2043,Misspelled ? Impossible . My modem is error correcting .,0,-1
2046,Armadillo : A mouse built to government specs .,0,-1
2047,"If at first you don ' t succeed , try , try again .",0,-1
2049,Objects in taglines are closer than they appear .,0,-1
2051,A heavy drinker of hard liquor appears to be in high spirits .,0,-1
2053,Securities are the cause of many people ' s insecurities .,0,-1
2054,Some people think I ' m under the influence of alcohol .,0,-1
2056,"My name is Rusty , I ' m an iron worker .",0,-1
2059,I ' d give my right arm to be ambidextrous .,0,-1
2060,"She was only a Insurance broker ' s daughter , but all the guys liked her policy .",0,-1
2062,OLD ACTUARIES never die they just get broken down by age and sex .,0,-1
2067,"' ' I won ' t buy a circuit breaker , ' ' Tom refused .",0,-1
2070,Objects under T - Shirt are larger than they appear .,0,-1
2074,History is a set of lies agreed upon by the Victors,0,-1
2075,Set a herring to catch a whale .,0,-1
2076,Leonardo Da Vinci could use a paint brush to make a stroke of genius .,0,-1
2078,I don ' t know whose fault this is .,0,-1
2080,Marriage is hard but divorce usually goes off without a hitch .,0,-1
2082,Misery loves company .,0,-1
2086,"Despite the high cost of living , it remains popular .",0,-1
2087,"OLD ELECTRICIANS never die , they just lose their resistance .",0,-1
2090,Only the good die young .,0,-1
2091,I run a cleaning service from my van .,0,-1
2094,He always called his girlfriend his ' luck ' . Until he decided to push his luck .,0,-1
2095,53 . 7 % of all statistics are totally incorrect,0,-1
2098,She said she had nothing to wear . I smiled .,0,-1
2099,OLD SCULPTORS never die they just lose their marbles .,0,-1
2101,The mountaineer fell off the cliff and broke his leg .,0,-1
2105,Prevention is better than cure .,0,-1
2109,Memories of you remind me of you .,0,-1
2112,To hell with criticism . Praise is good enough for me .,0,-1
2115,MilliHelen : Amount of beauty needed to launch one ship .,0,-1
2119,Neil Simon ' s only unsuccessful play : Chapter 11 .,0,-1
2122,OLD CASHIERS never die they just check out .,0,-1
2123,LSD : Virtual Reality without all the fancy hardware,0,-1
2128,The cobbler ' s wife is the worst shod .,0,-1
2130,"I ' d love to , but my patent is pending .",0,-1
2131,Carrying coals to Newcastle .,0,-1
2132,It was a lucky car . Until he had to push his luck .,0,-1
2137,Men talk only to conceal the mind .,0,-1
2143,Home improvement . Take your family to church .,0,-1
2144,OLD GUNS never die they just get loaded .,0,-1
2145,Let me know right away if you don ' t get this message .,0,-1
2146,"Computers make very fast , very efficient mistakes .",0,-1
2149,"In an empty head , you can hear forever . . . .",0,-1
2151,A rising tide lifts all boats .,0,-1
2152,"Old soccer players never die , they just go on dribbling .",0,-1
2154,He who is not with me is against me .,0,-1
2155,"Old professors never die , they just lose their class .",0,-1
2156,WinError # 01 : Unable to figure out own code . System crashed .,0,-1
2157,I can ' t really see myself without eyes .,0,-1
2162,"Reality is not only stranger than we imagine , it is stranger than we can imagine .",0,-1
2167,Sushi : known to the rest of the world as ' Bait ',0,-1
2171,Those who live by the sword . . . kill those who don ' t .,0,-1
2172,A penny saved is a congressional oversight .,0,-1
2174,"Shock me , say something intelligent !",0,-1
2182,All ' s well that ends well .,0,-1
2184,My name is Ira . I ' m an investment advisor .,0,-1
2188,"Once again , Odo wins the Twister championship .",0,-1
2189,Birds of a feather flock together .,0,-1
2190,Everything is worth its price .,0,-1
2193,Many things are lost for want of asking .,0,-1
2194,A bird in the hand is better than one overhead !,0,-1
2195,"I can SPELL , I just can ' t TYPE worth a hoot !",0,-1
2196,How do you know if you run out of invisible ink ?,0,-1
2198,Don ' t marry for money ; you can borrow it cheaper .,0,-1
2199,"If it ' s useless , it will have to be documented .",0,-1
2201,"Winning isn ' t everything , it ' s the only thing .",0,-1
2203,Take the will for the deed .,0,-1
2205,We must take the bad with the good .,0,-1
2206,I ' m NOT unemployed . . . . . I ' m a consultant .,0,-1
2211,There is no greater torment than to be alone in paradise .,0,-1
2215,Should we tell the children when we move ?,0,-1
2218,Love is not finding someone to live with ; it ' s finding someone whom you can ' t live without .,0,-1
2219,Don ' t bark if you can ' t bite .,0,-1
2221,We ' ll burn that bridge when we come to it .,0,-1
2225,Have an adequate day .,0,-1
2226,He ' s dead Jim . Grab his tricorder . I ' ll get his wallet .,0,-1
2230,"The 4 major food groups : fast , frozen , junk , & spoiled .",0,-1
2232,It is not wise to open old wounds .,0,-1
2234,The remedy is worse than the disease .,0,-1
2236,The surest steps to happiness are the steps to church .,0,-1
2243,""" And we had to chisel taglines into the walls of the cave . . . . """,0,-1
2246,Choose a wife rather by your ear than your eye .,0,-1
2247,Never test for an error you don ' t know how to handle .,0,-1
1771,Eve taught us it ' s okay to take a little time off .,0,-1
2251,We welcome you with open psalms .,0,-1
2252,A busy barber is quite harried .,0,-1
2253,Follow your knows .,0,-1
2254,"Yesterday I accidentally swallowed some food coloring . The doctor says I ' m OK , but I feel like I ' ve dyed a little inside .",0,-1
2255,A china doll was marked in tiny letters : ' maid in USA ' .,0,-1
2256,A music store was robbed . The thief made away with the lute .,0,-1
2257,The key to changing your performance ability is by tuning out criticism and staying musically octave .,0,-1
2258,Two construction workers had a stairing contest .,0,-1
2259,When the glassblower inhaled he got a pane in the stomach .,0,-1
2260,The boating store had its best sail ever .,0,-1
2261,What kind of flooring do alligator hunters use ? Reptiles !,0,-1
2262,"He threw jello at his wife , who had him arrested for carrying a congealed weapon .",0,-1
2263,Yesterday a cow saved my life - it was bovine intervention .,0,-1
2264,The ultimate liquid measure is the supreme quart .,0,-1
2265,Acupuncture is a jab well done .,0,-1
2266,Leftover spaghetti is pasta its prime .,0,-1
2267," ' This food tastes of plutonium , ' ' said Marlene glowingly .",0,-1
2268,A waterbed may just be the vinyl resting place .,0,-1
2269,Children can do some knotty things with string .,0,-1
2270,Authors can be very pensive .,0,-1
2271,To learn rope tricks you have to be taut .,0,-1
2272,"For the woman who wore size 13 , finding shoes that fit was no small feat .",0,-1
2273,In the dark ? Follow the son .,0,-1
2274,Giving praise is when you let off esteem .,0,-1
2275,A cook made pancakes flippantly .,0,-1
2276,It ' s amazing what two or more sinners can achieve together with synergy .,0,-1
2277,Some mathematicians are reluctant to cosine a loan .,0,-1
2278,"I hate sweet potatoes , the little girl yammered .",0,-1
2279,Hotel owners usually have suite dreams .,0,-1
2280,You should never take rocks for granite .,0,-1
2281,He avoided funerals because he was not a mourning person .,0,-1
2282,An heir is someone with a descent wage .,0,-1
2283,A paramedic got a new job as a chauffeur : an ambiance driver .,0,-1
2284,"After the sniper attack at the symphony softball game , there were no men left on bass .",0,-1
2285,Businesses selling pleasure boats often have a sail .,0,-1
2286,The actors had one great movie after another . They were on a role .,0,-1
2287,Photography developers occasionally have serious emulsional problems .,0,-1
2288,The geologist went to the doctor because he had a loss of apatite .,0,-1
2289,Tried some bear stew . It was a little grizzly .,0,-1
2290,"When the father found he had septuplets , he could hardly believe his own census .",0,-1
2291,Isn ' t the Grand Canyon just gorges ?,0,-1
2292,A teacher having a tough time longs for the end of the school daze .,0,-1
2293,Herbivores come in browns and graze .,0,-1
2294,When priests have a good idea they are supposed to parish the thought .,0,-1
2295,It was raining cats and dogs . There were poodles all over the road .,0,-1
2296,She was so thrifty she could smell a bargain a mall away .,0,-1
2297,Working in the bakery left her with a loathe of bread .,0,-1
2298,For meat some people eat lamb and mutton else .,0,-1
2299,"I went out for a run this morning and tripped over , I could have been wearing the wrong size shoes , I haven ' t seen the footage yet .",0,-1
2300,I simply must find a new podiatrist . My podiatrist has developed such a callus attitude .,0,-1
2301,"No matter how much you push the envelope , it ' ll still be stationery .",0,-1
2302,The salesman was peddling used bikes .,0,-1
2303,"If you want those ashes , you ' ll have to urn them .",0,-1
2304,"My wife really likes to make pottery , but to me it ' s just kiln time .",0,-1
2305,There was a lot of equestrian paraphernalia at the bridle shower .,0,-1
2306,"It ' s where we store the hay , my friend said loftily .",0,-1
2307,At the petting zoo I saw a sheep scratching itself . Turns out it had fleece .,0,-1
2308,The Chinese chef maliciously dumped a hot broth with dumplings on an obnoxious customer . It was a wanton soup attack .,0,-1
2309,A successful diet is the triumph of mind over platter .,0,-1
2310,I had to pay to get into the annual local carnival . But that was the county fare .,0,-1
2311,"I must attend my flock , said Nathan sheepishly .",0,-1
2312,He stayed at the auction to the bidder end .,0,-1
2313,How do spacemen add more protein to their diet ? They make it meteor .,0,-1
2314,The snowstorm arrived at a fortuitous moment . It was white on time .,0,-1
2315,My uncle developed a strange vulgar habit . He would only cuss when he ' d eat chicken . The doctor said he has seen this happen in some cases . Too much chicken can produce a fowl mouth .,0,-1
2316,A good carpenter will do his work and then varnish without a trace .,0,-1
2317,Geologists can be sedimental about their work .,0,-1
2318,The only things sure for cab drivers are debt and taxis .,0,-1
2319,"As I revived her using mouth to mouth resuscitation , in spite of my lisp , I couldn ' t help noticing her beautiful breaths !",0,-1
2320,"Because they moved into an apartment , they didn ' t need to cut the grass any mow .",0,-1
2321,"Act your praise , not your shoe size .",0,-1
2322,Two wrongs can make a riot .,0,-1
2323,A cat ate some cheese and waited for a mouse with baited breath .,0,-1
2324,Some people who cut hair can be quite barbarous .,0,-1
2325,Beautifully manicured lawns are highly sod after .,0,-1
2326,Be the soul supporter of your children .,0,-1
2327,My sweet mother got so old she granulated .,0,-1
2328,Drinking a whole bucket of water could make you turn pail .,0,-1
2329,A doctor ' s mistakes go six feet under ; a dentist ' s cover an acre .,0,-1
2330,"A good baker will rise to the occasion , it ' s the yeast he can do .",0,-1
2331,"We sternly warned the circus clown not to light the fuse while we were inside the cannon , but he did it anyway - - and it really made us soar .",0,-1
2332,A skunk fell in the river and stank to the bottom .,0,-1
2333,The Jedi Knight traded in his light saber for a light dagger . He had gone over to the dirk side .,0,-1
2334,Those who hate classical music have my symphony .,0,-1
2335,The fish were shy - obviously koi .,0,-1
2336,The chickens were distraught when the tornado destroyed their home . Hopefully they will be able to recoup .,0,-1
2337,Scarecrows are always garden their patch .,0,-1
2338,The church choir robes were too long and needed to be hymned .,0,-1
2339,Scientists studying the sun have a flare for research .,0,-1
2340,Abstinence makes the heart grow fonder .,0,-1
2341,"I love your old worn - out jacket covered with all those slogans , but I can ' t read the frays at the end of the sleeves .",0,-1
2342,A husband who thinks he is as solid as a rock may have a wife who wishes he was a little bolder .,0,-1
2343,If you eat soup that ' s nine days old you will get bad broth .,0,-1
2344,Making up puns about the finest soil is the loess form of humor .,0,-1
2345,Some horses cause their owners a lot of woe .,0,-1
2346,"One gruelingly intense month into the year - long diet regimen , the overwhelmed patient concluded she could not stand the weight .",0,-1
2347,"OLD GRAVEDIGGERS never die , they just spade away .",0,-1
2348,"In his free time , my son in college hunts deer and sells the meat . He says the doe helps him with his expenses .",0,-1
