score	location
"[[ 0.33076951  0.06517396  0.06517396 -0.1041354  -0.1041354  -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.43638001  0.43638001  0.13817641  0.13817641  0.1216292   0.1216292
   0.01933901  0.01933901 -0.00388922 -0.00388922]
 [ 0.25207484  0.19315945  0.01773161  0.01689321 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.47974963  0.47188652  0.06100572  0.06100572 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.45666244  0.45666244  0.1656378   0.1656378   0.11195269  0.11195269
   0.09843132  0.09843132  0.03117733  0.03117733]
 [ 0.20795652  0.18262193  0.15226922  0.12315877  0.11377276  0.09104977
   0.08815773  0.07062048  0.05286114  0.03823712]
 [ 0.33637809  0.2571524   0.24158623  0.24158623  0.04597302  0.04597302
  -1.         -1.         -1.         -1.        ]
 [ 0.37624099  0.35843603 -0.02275393 -0.02275393 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"	8.0
"[[ 4.61527933e-01  4.46481235e-01  4.22781580e-01  4.15118462e-01
   3.43308605e-01  6.37078277e-02 -5.89345736e-04 -1.66976046e-02
  -8.72878925e-02 -8.72878925e-02]
 [ 5.90032193e-01  5.88899977e-01  9.51130449e-03  9.51130449e-03
  -1.59870518e-02 -3.32337877e-02 -1.57328866e-01 -1.57328866e-01
  -1.00000000e+00 -1.00000000e+00]
 [ 3.91927689e-01  3.88581223e-01 -4.81944488e-02 -6.01800598e-02
  -8.98931639e-02 -8.98931639e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 3.71253914e-01  3.66589602e-01  3.16812229e-01  3.04122415e-01
   2.51084963e-01  1.57943204e-02  8.98227664e-03 -9.97689571e-02
  -9.97689571e-02 -1.28748521e-01]
 [ 3.98765406e-01  3.98765406e-01  1.56910212e-01  1.56910212e-01
   4.14555958e-02  3.82859965e-02  3.82859965e-02  3.53579591e-02
   3.53579591e-02  2.88858376e-02]
 [ 5.46637474e-01  4.19110462e-01  3.58525405e-01  2.74369334e-01
   1.83051743e-01  1.74883984e-01  1.72093074e-01  7.62834085e-02
   5.62743380e-02 -6.32492495e-02]
 [ 5.36861977e-01  3.15720069e-01  2.41151072e-01  1.97419042e-01
  -1.71783161e-02 -1.71783161e-02 -4.29537509e-02 -4.29537509e-02
  -1.00000000e+00 -1.00000000e+00]
 [ 5.24920171e-01  5.17080289e-01  7.57839478e-02  7.01868376e-02
   8.52341860e-03 -3.07510744e-02 -7.78734763e-02 -7.79370798e-02
  -7.79370798e-02 -9.46647806e-02]
 [ 2.89014641e-01  2.89014641e-01  2.86834085e-02  1.40968055e-02
  -5.65850714e-02 -5.65850714e-02 -8.14050239e-02 -8.74577054e-02
  -9.36040977e-02 -9.52271307e-02]
 [ 4.99382115e-01  4.99382115e-01  1.43204614e-01  1.43041901e-01
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.08203753e-01  3.42704237e-01  4.37665209e-02  4.37665209e-02
   3.33341043e-02 -3.77724270e-02 -3.77724270e-02 -6.42746030e-02
  -6.42746030e-02 -1.00000000e+00]
 [ 4.91084886e-01  4.79419077e-01  3.15400679e-01  2.70860543e-01
   1.84385324e-01  1.26512576e-01  4.40008406e-02  4.40008406e-02
  -6.94517581e-02 -6.94517581e-02]
 [ 5.64853742e-02  3.55620664e-02  3.53089207e-02  3.53089207e-02
   1.92314098e-02  1.45515227e-02  1.24690402e-02  1.24690402e-02
   5.74418234e-03  5.74418234e-03]
 [ 3.92446274e-01  3.92446274e-01  1.89724538e-02 -1.86649390e-02
  -2.74019366e-02 -3.90083048e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.57647629e-01  4.24832598e-01  1.97505997e-01  1.86698464e-01
   1.22050076e-01  1.22050076e-01  1.05695803e-01  1.00500497e-01
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"	15.0
"[[ 6.59125392e-02  6.59125392e-02  3.96218628e-02  3.96218628e-02
  -9.22141060e-03 -9.22141060e-03 -1.04650503e-02 -1.71227773e-02
  -5.39345090e-02 -5.81076138e-02]
 [-1.36475305e-03 -1.36475305e-03 -3.24689557e-02 -3.24689557e-02
  -6.35193368e-02 -6.35193368e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.28687231e-01  4.28687231e-01  6.55341767e-02  5.55407164e-02
   3.39359731e-02 -2.12142135e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 5.49979351e-01  3.89897807e-01  1.09462420e-01  9.79176720e-02
   5.03066020e-03  5.03066020e-03 -6.06849039e-02 -6.06849039e-02
  -7.15947893e-02 -7.15947893e-02]
 [ 5.86132394e-01  5.86132394e-01 -3.11886228e-03 -3.14391651e-03
  -9.92769643e-03 -9.92769643e-03 -2.71538680e-02 -2.90226057e-02
  -3.03325923e-02 -3.11378597e-02]
 [ 1.44827410e-02 -5.10101791e-02 -5.10101791e-02 -7.87510791e-02
  -7.87510791e-02 -1.27460472e-01 -1.38200981e-01 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 6.08221698e-01  5.90570468e-01  1.28006686e-01  1.19989448e-01
   1.05634754e-01  1.00578739e-01  6.21452057e-02  6.21452057e-02
  -1.00000000e+00 -1.00000000e+00]
 [ 7.59906278e-02  6.31152665e-02  3.96908522e-02  1.19695048e-02
   9.12490459e-03  4.83942256e-03 -9.98942545e-02 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 1.44219440e-01  1.41276618e-01  5.67264119e-02  5.67264119e-02
   8.83597950e-03  8.83597950e-03  5.50108223e-03  5.50108223e-03
   1.96266607e-04  1.96266607e-04]
 [ 1.31121508e-01  1.26807114e-01 -3.12003794e-02 -5.30168462e-02
  -8.00475390e-02 -8.00475390e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 1.06287128e-01  1.06287128e-01  3.01433296e-02  3.01433296e-02
  -6.17448642e-02 -9.02421948e-02 -1.02114682e-01 -1.02114682e-01
  -1.00000000e+00 -1.00000000e+00]
 [ 4.28687231e-01  4.28687231e-01  6.55341767e-02  5.55407164e-02
   3.39359731e-02 -2.12142135e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 5.43106662e-01  3.92360580e-01  1.44141117e-01  1.00563091e-01
   6.98030343e-02  4.24683078e-02 -8.43485876e-02 -8.43485876e-02
  -1.00000000e+00 -1.00000000e+00]
 [ 2.17345789e-01  1.25023079e-01  7.10678400e-02  5.11939240e-02
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"	13.0
"[[ 0.1981097   0.17933182 -0.0139833  -0.03509268 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.34865096  0.34865096 -0.05583444 -0.05583444 -0.09086175 -0.09086175
  -0.09245935 -0.10811096 -0.12766498 -0.16397845]
 [ 0.50011182  0.50011182  0.16019031  0.16019031  0.05818414  0.05818414
  -0.05586417 -0.05586417 -0.076697   -0.076697  ]
 [ 0.30640079  0.21124375  0.02268244 -0.02708716 -0.05424822 -0.06777632
  -0.06777632 -1.         -1.         -1.        ]
 [ 0.09360335  0.06858927  0.06033755  0.05416452  0.0529719   0.05042128
   0.04437412  0.04437412  0.03071166 -0.0037748 ]
 [ 0.2775864   0.14133123  0.14133123  0.09926072  0.09538076  0.01540786
  -1.         -1.         -1.         -1.        ]
 [ 0.25424177  0.2266009  -0.00818694 -0.06761809 -0.06761809 -0.07642666
  -1.         -1.         -1.         -1.        ]
 [ 0.35305306  0.35305306 -0.06350489 -0.07063291 -0.07063291 -0.07886515
  -0.11797829 -0.13485816 -0.14377582 -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"	7.0
"[[ 5.20910775e-01  4.04168233e-01  2.40160309e-01  2.04774946e-01
   1.86767399e-01  4.52194697e-02  8.92802107e-03  5.85945699e-03
   8.21487245e-05 -5.49629330e-03]
 [ 5.53264669e-01  5.32947328e-01  5.25220798e-01  5.13350605e-01
   4.18848521e-01  4.18848521e-01  3.58018169e-01  3.12810495e-01
   3.12810495e-01  1.75742928e-02]
 [ 1.55944009e-01  1.38887501e-01  3.09683735e-02  3.09683735e-02
   7.71997684e-03 -2.35273717e-02 -4.87819322e-02 -4.87819322e-02
  -1.00000000e+00 -1.00000000e+00]
 [ 4.80196306e-01  4.16144191e-01  3.56472124e-01 -2.26811005e-03
  -2.26811005e-03 -9.94320749e-03 -7.82785191e-02 -1.10803202e-01
  -1.00000000e+00 -1.00000000e+00]
 [ 5.59255163e-01  5.32244646e-01  3.87728275e-01  3.37737660e-01
   2.97341966e-01  4.86883285e-02  4.80590969e-02 -7.88861503e-03
  -7.88861503e-03 -5.04785930e-02]
 [ 5.25491667e-01  5.25491667e-01  3.10729740e-02  2.68721184e-02
   3.08881338e-03 -2.75249109e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 2.77180016e-01  2.33130848e-01  9.33918138e-02  8.85801837e-02
   5.03277602e-02  4.72617246e-02 -2.21111493e-02 -2.21111493e-02
  -6.43053306e-02 -1.00000000e+00]
 [ 2.78501092e-01  2.03175461e-01 -2.12660972e-02 -2.88609154e-02
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 5.56742172e-02 -2.56902462e-02 -2.56902462e-02 -3.27874076e-02
  -7.46791423e-02 -9.27866763e-02 -1.97499318e-01 -1.98744058e-01
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 6.37914602e-01  6.37914602e-01  2.67734380e-01  2.67734380e-01
   1.79008303e-01  1.79008303e-01  1.64565820e-01  1.64565820e-01
   4.73108818e-02  4.73108818e-02]
 [ 4.32275425e-01  3.76490612e-01  2.84885843e-01  2.73500000e-01
   2.40724514e-01  2.36147656e-01  2.31231927e-01  1.92773395e-01
   1.82561565e-01  1.81783666e-01]
 [ 5.28097020e-01  5.18082260e-01  3.11660614e-01  2.74053184e-01
   2.07385383e-01  1.90299350e-01  1.70686902e-01  1.56076638e-01
   1.84510248e-02  1.84510248e-02]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"	13.0
"[[ 0.52472296  0.4030522   0.07306029  0.03909289 -0.04511115 -0.04511115
  -1.         -1.         -1.         -1.        ]
 [ 0.25418401  0.23129761  0.21129753  0.12721888  0.12521275  0.12331468
   0.07705516  0.07705516  0.07097349  0.06512947]
 [ 0.42992125  0.42992125  0.12144834  0.12144834  0.08718591  0.08718591
  -0.04113701 -0.04113701 -0.07260491 -0.07260491]
 [ 0.40319889  0.24659035  0.15628507  0.07234634  0.01075573  0.01075573
  -1.         -1.         -1.         -1.        ]
 [ 0.50760203  0.44589861  0.37495678 -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.52821985  0.52595015  0.20295603  0.20295603  0.1565396   0.15481872
   0.15481872  0.15262834  0.14367174  0.14367174]
 [ 0.25418401  0.23129761  0.21129753  0.12721888  0.12521275  0.12331468
   0.07705516  0.07705516  0.07097349  0.06512947]
 [ 0.60952417  0.60952417  0.59792639  0.58702289  0.55086639  0.54060032
   0.49870724  0.32711954  0.32711954  0.18806477]
 [ 0.45862158  0.42176046  0.37709099  0.37709099  0.34605273  0.02960666
   0.01839373  0.00589803  0.00589803 -1.        ]
 [ 0.39256124  0.39256124  0.1489455   0.12788655  0.09375326  0.09375326
  -0.07072976 -0.07072976 -0.12526188 -0.16176512]
 [ 0.40928401  0.40928401 -0.05484706 -0.07488067 -0.11363938 -0.13306998
  -1.         -1.         -1.         -1.        ]
 [ 0.54965103  0.47408846  0.0651914   0.00873735  0.00873735 -0.03641253
  -0.037531   -1.         -1.         -1.        ]
 [ 0.50996044  0.50792247  0.43940475  0.38215517  0.38106996  0.37451515
   0.1938423   0.18099171 -0.06823318 -0.06823318]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"	14.0
"[[ 0.28552783  0.28552783  0.13805697  0.1367174   0.11678314  0.11678314
   0.10976074  0.10976074  0.10881002  0.10118768]
 [ 0.09545637  0.09545637  0.02724881  0.01824828 -0.03517031 -0.03595226
  -0.10735668 -0.10998697 -0.12756765 -1.        ]
 [ 0.20733372  0.18766747  0.18766747  0.1622222   0.16043224  0.16043224
   0.11138959  0.10941799  0.10542212  0.1005153 ]
 [ 0.21239594  0.19342184  0.12113967 -0.09975694 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.17459251  0.16757971  0.16750922  0.16750922  0.09947067  0.07994343
   0.03958779  0.03579334 -0.0103128  -0.0103128 ]
 [ 0.19053284  0.19053284  0.15633016  0.15633016  0.13220173  0.13145126
   0.13145126  0.12868316  0.12577521  0.12357011]
 [ 0.01438557  0.01438557 -0.03308733 -0.03308733 -0.04123281 -0.04123281
  -0.08833857 -0.08833857 -1.         -1.        ]
 [ 0.30097639  0.1795482   0.16390252  0.15918096  0.15871274  0.15871274
   0.14726458  0.14223743  0.11798488  0.0966658 ]
 [ 0.2970124   0.2970124   0.05033224  0.0502812   0.03512208  0.03493454
  -1.         -1.         -1.         -1.        ]
 [ 0.26265713  0.22897231  0.16714874  0.15170892  0.13830931  0.13627471
   0.13075763  0.10618306  0.09088607  0.06862457]
 [ 0.1768711   0.1768711   0.13013066  0.13013066  0.10071179  0.10071179
   0.00234701 -0.039154   -0.04785203 -0.05631546]
 [ 0.2970124   0.2970124   0.05033224  0.0502812   0.03512208  0.03493454
  -1.         -1.         -1.         -1.        ]
 [ 0.25918324  0.24148872  0.20203976  0.20203976  0.16850743  0.16850743
   0.14742053  0.14742053 -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"	13.0
"[[ 0.59473382  0.38997894  0.36347939  0.29996225 -0.07533309 -0.07796198
  -0.08761596 -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.52191693  0.52191693  0.35681862  0.34107631  0.2835202   0.27920197
  -0.01050254 -0.01050254 -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.56004774  0.55733751  0.34060637  0.29715916  0.27180865  0.27180865
   0.26193777  0.26193777  0.24943384  0.24634722]
 [ 0.45341754  0.45341754  0.23435213  0.23435213  0.1732226   0.1732226
  -0.05055947 -0.05055947 -0.05947263 -0.05947263]
 [ 0.35564866  0.34007038  0.29580093  0.26689726  0.2411731   0.22590545
  -0.03244976 -0.03398255 -1.         -1.        ]
 [-0.04662827 -0.05171907 -0.05405956 -0.05405956 -0.07377618 -0.08850697
  -0.12730209 -0.20321417 -0.20664309 -1.        ]
 [ 0.3424649   0.26778434  0.25742482  0.23779451  0.22539333  0.22539333
   0.17005136 -0.00544979 -0.00544979 -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.16799921  0.15801343  0.10627753  0.00270046 -0.03162452 -0.03162452
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.53064231  0.53064231  0.17860938  0.17860938  0.15521703  0.15521703
   0.12170256  0.12170256  0.0673477   0.0673477 ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.56004774  0.55733751  0.34060637  0.29715916  0.27180865  0.27180865
   0.26193777  0.26193777  0.24943384  0.24634722]
 [ 0.57697175  0.54344341  0.51495227  0.41851865  0.41851865  0.40509006
   0.39718764  0.21972729  0.15051285  0.10563417]
 [ 0.23970976  0.2397014  -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.36507611  0.36365311  0.21934479  0.1901796   0.12758999  0.06482423
   0.06482423 -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"	16.0
"[[ 4.36090467e-02  4.36090467e-02  2.81875587e-02  2.81875587e-02
  -3.80669432e-02 -3.80669432e-02 -1.23852272e-01 -1.23852272e-01
  -1.51952415e-01 -1.51952415e-01]
 [ 1.19743078e-01  9.63742666e-02  5.16886806e-02 -1.07847654e-02
  -1.07847654e-02 -5.33557149e-02 -1.09075958e-01 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.90066154e-01  4.90066154e-01  1.14334832e-01  1.14334832e-01
   1.10725418e-01  1.10725418e-01  8.58205899e-02  6.07966519e-02
  -5.56425412e-02 -5.56425412e-02]
 [ 6.40314546e-02  5.61326714e-02  4.66621141e-02  1.37275806e-02
   9.10765804e-03  9.10765804e-03 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 1.87884932e-01  1.77330180e-01 -4.49776757e-02 -5.32629035e-02
  -7.27462142e-02 -1.09548221e-01 -1.09548221e-01 -1.11080149e-01
  -1.00000000e+00 -1.00000000e+00]
 [ 1.59494303e-01  9.75550869e-02  1.27576385e-03  1.27576385e-03
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 2.23967697e-01  2.23967697e-01  2.19264546e-01  2.19264546e-01
   2.11184329e-01  2.11184329e-01  1.85326049e-04  1.85326049e-04
  -2.99147044e-02 -2.99147044e-02]
 [ 2.75020772e-01  1.86019530e-01  1.85349147e-01  1.03196663e-01
  -8.71004789e-02 -9.72582910e-02 -1.02250366e-01 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 5.95725844e-01  5.92553288e-01  4.00149598e-01  4.00149598e-01
   3.43876029e-01  3.18743699e-01  3.18743699e-01  2.91356004e-01
   2.87866618e-01  2.87866618e-01]
 [ 2.00719439e-01  2.00719439e-01 -7.57141426e-02 -8.69072512e-02
  -9.75895957e-02 -9.94829043e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 2.10005645e-01  2.10005645e-01  1.48278746e-02  1.48278746e-02
   8.02243522e-03  8.02243522e-03 -3.27240422e-02 -3.27240422e-02
  -1.55563876e-01 -1.55563876e-01]
 [ 8.68074638e-02  8.08518126e-02  4.43576510e-02  4.28877747e-02
  -3.87518058e-02 -3.87518058e-02 -1.52384828e-01 -1.52384828e-01
  -1.00000000e+00 -1.00000000e+00]
 [ 4.36470006e-01  4.36470006e-01 -8.01198373e-02 -8.01198373e-02
  -8.90014700e-02 -8.90014700e-02 -1.13087856e-01 -1.13087856e-01
  -1.21214206e-01 -1.21214206e-01]
 [ 3.15973918e-01  3.15973918e-01  2.02434722e-02 -5.86663133e-03
  -5.22132038e-02 -8.79700850e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 2.91511764e-01  2.64686826e-01 -1.82745687e-02 -3.20668249e-02
  -5.68646309e-02 -5.68646309e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"	15.0
"[[ 0.189439    0.189439    0.14226398  0.14226398  0.10168491  0.10168491
   0.08141724  0.08141724 -0.04336204 -0.04336204]
 [ 0.46651109  0.39868414  0.27966885  0.08188194  0.06216399  0.05010414
   0.04450447  0.02260508  0.01639921  0.00833806]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.52235606  0.51409438  0.41687702  0.34590782  0.26660911  0.0323145
   0.02833681 -0.02188856 -0.02839195 -0.02839195]
 [ 0.06311293  0.06311293  0.02884109 -0.00465231 -0.01315597 -0.03167473
  -0.1202599  -0.1202599  -1.         -1.        ]
 [ 0.33172182  0.33172182  0.1570077   0.1570077   0.1352693   0.1352693
  -0.00360483 -0.00360483 -0.0264849  -0.0264849 ]
 [ 0.05635729 -0.0122458  -0.0161445  -0.0161445  -0.01950368 -0.01993047
  -0.02685936 -0.03229609 -0.05099064 -0.07059714]
 [ 0.3037922   0.295086    0.27030974  0.25333503  0.19898952  0.19898952
   0.17019496  0.16544175  0.13736887  0.13736887]
 [ 0.33172182  0.33172182  0.1570077   0.1570077   0.1352693   0.1352693
  -0.00360483 -0.00360483 -0.0264849  -0.0264849 ]
 [ 0.06543188  0.02213701 -0.08879631 -0.09931186 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.46651109  0.39868414  0.27966885  0.08188194  0.06216399  0.05010414
   0.04450447  0.02260508  0.01639921  0.00833806]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.52235606  0.51409438  0.41687702  0.34590782  0.26660911  0.0323145
   0.02833681 -0.02188856 -0.02839195 -0.02839195]
 [ 0.15958033  0.15958033  0.10703024  0.05218887 -0.00488708 -0.00488708
  -0.01454102 -0.01454102 -0.02040571 -0.04243044]
 [ 0.32744319  0.09249352 -0.05403598 -0.09872988 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"	15.0
"[[ 0.32972925  0.15989319  0.15929887  0.1403619   0.0572565   0.0572565
   0.02459863 -0.1629139  -0.18054201 -1.        ]
 [ 0.07531714  0.05793357  0.01205969  0.00880257 -0.00593114 -0.04859423
  -0.0993483  -0.0993483  -0.10935655 -0.12031991]
 [ 0.1658708   0.1359875   0.13116652  0.12360321  0.02058244  0.01619584
  -0.02354081 -0.028954   -0.03672029 -0.04298189]
 [ 0.20025164  0.19899154  0.0253289  -0.02213635 -0.12741622 -0.12741622
  -1.         -1.         -1.         -1.        ]
 [-0.06250035 -0.06250035 -0.07522017 -0.09012257 -0.09235769 -0.12448609
  -0.12448609 -0.14116771 -0.14116771 -0.14764533]
 [ 0.14411873  0.12764714 -0.00548231 -0.02279599 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.25105441  0.24663823  0.17411836  0.17411836 -0.00525498 -0.00525498
  -1.         -1.         -1.         -1.        ]
 [ 0.2941416   0.05226947  0.04996815  0.042384   -0.04627544 -0.06283172
  -0.09571671 -1.         -1.         -1.        ]
 [ 0.2753097   0.27149812  0.24348928  0.15215009  0.13771093 -0.01249853
  -0.01249853 -0.02125879 -0.13599817 -0.2108375 ]
 [ 0.0617377   0.05166628  0.03420571  0.02483938 -0.04262864 -0.11094651
  -0.12552537 -1.         -1.         -1.        ]
 [ 0.04847389  0.04847389 -0.02079213 -0.02079213 -0.04891528 -0.04891528
  -0.06783298 -0.06783298 -0.06922458 -0.07995214]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"	10.0
"[[ 0.30631454  0.29479133  0.27625466  0.24195076  0.22044906  0.21598868
   0.15122049  0.15122049  0.14687068  0.13320652]
 [ 0.42084464  0.41086708  0.384765    0.37538649  0.37538649  0.34536602
  -1.         -1.         -1.         -1.        ]
 [ 0.59401943  0.59401943  0.3649662   0.3098646   0.29090009  0.28298663
  -1.         -1.         -1.         -1.        ]
 [ 0.86302512  0.86302512  0.22486048  0.18268697 -0.0295415  -0.0407751
  -1.         -1.         -1.         -1.        ]
 [ 0.60898437  0.60898437  0.23074117  0.21417226  0.19650045  0.19650045
   0.07946502  0.00176189 -0.07434513 -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.88988209  0.88988209  0.12242994  0.12242994  0.08120688  0.03741792
   0.02709466  0.02240624 -0.00144964 -0.06452368]
 [ 0.88304587  0.88304587  0.17809835  0.14550688  0.0013605  -0.00348389
  -0.02078277 -0.03774315 -0.03774315 -0.04217407]
 [ 0.88826509  0.88826509  0.20898706  0.20122583 -0.08342813 -0.08342813
  -1.         -1.         -1.         -1.        ]
 [ 0.88869177  0.88869177  0.2224063   0.2224063   0.14176931  0.14176931
   0.06347122  0.04760343 -0.00450159 -0.00450159]
 [ 0.17829747  0.12941889 -0.02467442 -0.02972    -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"	6.0
