,text
1697,"She was only a Fireman ' s daughter , but she ' s really going to blazes ."
1698,"My name is Frank , the Hot - Dog vendor"
1699,"Last week I was diagnosed with insomnia , and now I ' m just so tired of it ."
1700,Musical composers can use lots of Note paper .
1701,Small people are in short supply .
1702,Burning too much incense in a rented room could make the owner incensed .
1703,"For a fish , the end of a barbed hook is the ' ' point ' ' of no return ."
1704,Drumming is not the way to catch a hare .
1705,Give a man a fish and you feed him for a day . Teach a man to fish and you feed him for a lifetime .
1706,Two silk worms had a race . They ended up in a tie .
1707,Semaphore was flagged away as a form of communication decades ago .
1708,A will is a relative thing .
1709,Home is where the heart is .
1710,OLD BEEKEEPERS never die they just buzz off .
1711,I ' d tell you a joke about a cow but I always butcher it .
1712,There ' s a new magnetic steam iron that makes your clothes attractive .
1713,"OLD CASHIERS never die , they just change ."
1714,The police auction was a complete bust .
1715,Joan is as good as my lady in the dark .
1716,The incontinent Scotsman had a wee accident .
1717,Be reasonable . . . . . do it my way .
1718,"My dog has a lot of potential , you just have to unleash it ."
1719,To some - marriage is a word . . . to others - a sentence .
1720,Confidence is the companion of success .
1721,"I ' d love to , but I ' m teaching my ferret to yodel ."
1722,A broken watch is right two times a day .
1723,"Don ' t play with matches . Lighters work much , much better ."
1724,Reward for a job well done : more work .
1725,"Years ago , changing TV channels from a sitting position was a remote possibility ."
1726,Horses eat best when they don ' t have a bit in their mouth .
1727,"I ' ve passed the exam this time , Tom remarked ."
1728,Waiters are good at multiplication because they know their tables .
1729,When he forgot to itemize what he wanted at the grocery store he felt quite listless .
1730,"Two can live as cheaply as one , for half as long ."
1731,I got a small ticket for speeding . It ' s fine with me .
1732,Sharks don ' t eat lawyers . Professional courtesy .
1733,I once had insomnia so bad I was awake until it dawned on me .
1734,Surfing is a swell sport !
1735,Some food for thought is only baloney
1736,Stolen eggs are poached .
1737,He does the work of 3 men . . . . Larry Moe & Curly .
1738,"Professional rock climbers , the only people paid to get high ."
1739,Good girls go to heaven . Bad girls go EVERYwhere .
1740,"I ' m not lost , I ' m "" locationally challenged . """
1741,"When the doctor asked the editor how he was doing , he said he had a problem with his circulation ."
1742,Where there ' s muck there ' s brass .
1743,"I didn ' t understand the math , so the teacher summed it up for me ."
1744,"When in Rome , do as the Romans do ."
1745,Many a mickle makes a muckle .
1746,For a dishonest employee : He ' s an unbelievable worker .
1747,"I wanted to do some research on anorexia , so I went to the library to get the skinny ."
1748,When the spice ships used to bring goods to the king the captain was peppered with compliments .
1749,"OLD ORGANISTS never die , they just come to a stop ."
1750,The only similarity between ancient times and the 1970 ' s is that both were full of people getting stoned .
1751,A cat may look at a king .
1752,What did the triangle say to the circle ? You ' re so pointless .
1753,"I ' m taking this ship back into harbor , Tom reported ."
1754,They call me Pops . I sell soft drinks .
1755,"I tried wrapping Christmas presents , but I didn ' t have the gift ."
1756,"' ' I love hot dogs , ' ' said Tom with relish ."
1757,"In the army mess hall , the men were getting fed up ."
1758,People who eat their apples stem and seed and all improve their core values .
1759,"I met this guy who said he loved children , then I found out he was on parole for it ."
1760,Piano players know what bar they are in .
1761,Two clock makers argued and got ticked off .
1762,Some people take beautiful pictures and cut them into pieces . That ' s a puzzle to me .
1763,"I found out that at the gym , their opinion on fitness carries a lot of weight ."
1764,Great minds agree .
1765,OLD FIREFIGHTERS never die they just go to blazes .
1766,"When a new baby comes into a family , many changes are necessary ."
1767,The royal pharmacist wore a tuxedo and dispensed with formalities .
1768,Never share a foxhole with anyone braver than you are .
1769,A crazy programmer with a cold is a coughing hacker .
1770,Eve taught us it’s okay to take a little ribbing
1771,The only free cheese is in the mouse trap .
1772,The astronomer became an actor because he always wanted to visit the stars .
1773,Hasty judgment leads to repentance .
1774,"OLD GEOLOGISTS never die , they just have their faults"
1775,Take care of number one .
1776,"He ' s dead , Jim . Kick him if you don ' t believe me ."
1777,Meet me at the clothes line . That ' s where I hang out !
1778,Life is what you make of it .
1779,The inventor of shag carpet made a big pile .
1780,I ' ve always pictured myself taking selfies .
1781,"He would promise to play golf , but he didn ' t know how to follow through ."
1782,The artist was great . He could always draw a crowd .
1783,He that steals an egg will steal an ox .
1784,Glue inventors have to stick to it .
1785,He made a slow start in the sport of weightlifting but he picked it up eventually .
1786,The president of a ladder manufacturer had to step down .
1787,"Though thou hast ever so many counsellors , yet do not forsake the counsel of thy own soul ."
1788,Press any key to continue or any other key to quit
1789,A boiled egg in the morning is hard to beat .
1790,Banning the bra was a big flop .
1791,The general started bowling before his aide had entered his name on the score sheet . He had launched a pre - emptive strike .
1792,It is better to die on one ' s feet than live on one ' s knees .
1793,Biscuits and speeches are better when made with shortening .
1794,Biologists have recently produced immortal frogs by removing their vocal cords . They can ' t croak .
1795,Digging a hole for a coffin is a grave matter .
1796,"When the CEO dropped his brownie on the calculator , was he trying to fudge the numbers ?"
1797,Noteworthy musicians are very composed .
1798,Stereo speakers are made by ' high volume ' manufacturers .
1799,Cats remind us that not everything in Nature has purpose .
1800,A karate school restaurant served mainly chops .
1801,You have an important role as a negative example .
1802,For insomnia move to the edge of the bed and you ' ll soon drop off .
1803,"He tried to sell me glass with imperfections in it , but I saw through it ."
1804,Those who make balls of wool for a living like to come home and unwind .
1805,I wondered why the baseball was getting bigger . Then it hit me .
1806,The athlete colored her hair and started a winning streak .
1807,A balding man and his hair are soon parted .
1808,Oil executives are always using crude language .
1809,Fear not the loss of the bell more than the loss of the steeple .
1810,Your E - mail has been returned due to insufficient voltage
1811,"OLD VACUUM CLEANER SALESMEN never die , they just get sucked in !"
1812,When writing out drink recipes you have to have a first draft .
1813,"He worked in a chocolate factory , but always took his sweet time ."
1814,Did you hear about the crab in financial difficulty ? It was starting to feel the pinch .
1815,"A paid up computer is , by definition , obsolete ."
1816,"Actions are usually right , but the reasons seldom are ."
1817,"The enemy of my enemy , is my friend ."
1818,I made a really cheesy pun about quesadillas the other day .
1819,The organizational get together for a company football team was called a kickoff meeting .
1820,He lit the arrow head because he wanted to fire it .
1821,"' ' Don ' t add too much water , ' ' said Tom with great concentration ."
1822,OLD CHAUFFEURS never die they just lose their drive .
1823,Some people still think that writing long stories is a novel idea .
1824,Come huddle with us before the big game
1825,She swallowed a peach seed and could feel it in the pit of her stomach .
1826,WORK HARDER ! . . . Millions on Welfare depend on YOU !
1827,"' ' I like modern painting , ' ' said Tom abstractly ."
1828,Give him an inch and he ' ll take a yard .
1829,The price of the big fan blew me away .
1830,"OLD HOUSEWIVES never die , they just wash away ."
1831,The Biomedical Engineer didn ' t have the heart to check the EKG machine .
1832,"My stuffing was bad , so I got some sage advice ."
1833,Morticians make you feel dead gorgeous .
1834,The janitor ' s union called for sweeping reforms .
1835,He folded and straightened the money because he wanted a tidy sum .
1836,The boy had never played basketball before so he decided to give it a shot .
1837,She was only an Apple - grower ' s daughter but the men said she was delicious .
1838,Double your hard disk space : DELETE WINDOWS !
1839,The hostage said he couldn ' t stay on the phone long because he was tied up at the moment .
1840,"Bring your spirtual Marshmellows , our pastor is on fire !"
1841,Give credit where credit is due .
1842,I tried to look up impotence on the Internet but nothing came up .
1843,The agreeable tennis umpire was generous to a fault .
1844,This tagline no verb .
1845,"' ' I like ragged margins , ' ' said Tom without justification ."
1846,Don ' t open the darkroom door ; it lets all the dark out .
1847,"Old photographers never die , they ' re just out of the picture for a while ."
1848,Arguments about the weather will eventually blow over .
1849,"' ' I don ' t work here on a regular basis , ' ' said Tom casually ."
1850,"OLD FROGS never die , but they do croak ."
1851,What are you taking pictures of ? Tom snapped .
1852,Endorsement by an olympic swimmer caused a company ' s profits to dive .
1853,The cannibal passed his brother in the woods .
1854,Freud could barely repress his excitement .
1855,My word is final ! Tom dictated to his secretary .
1856,It ' s no wonder that some baseball players have lots of money - often even many of the bases are loaded .
1857,Good police officers never miss a beat .
1858,To save money for the company he cut all the electricity . They were soon in the black .
1859,"I try wearing tight jeans , but I can never pull it off ."
1860,"At first I hated my haircut , but now it ' s growing on me ."
1861,"What did the minister say to the underdressed layman ? ' ' No shoes , no shirt , no service ' '"
1862,A sports match was attended by many scores .
1863,You can ' t milk a bull .
1864,"It ' s not the money I want , it ' s the stuff ."
1865,Your very last breath will be a fatal blow .
1866,A true friend does sometime venture to be offensive .
1867,"I ' ll corroborate that again , Tom reproved ."
1868,"Why yes , I - do - work for a unit of the Illuminati ."
1869,"I had an appointment with the chiropractor , but I backed out ."
1870,When the baby bird penned his first novel he was just a fledgling author .
1871,Artificial knees and elbows were developed during a joint project .
1872,"I always believed my body was a prison for me . I was right , in biology I learnt they were made of cells ."
1873,"Sow thin , shear thin ."
1874,I used to hate maths but then I realised decimals have a point .
1875,OLD BASEBALLS never die they just get pitched .
1876,The baseball pitcher ' s retirement was at the end of a wonderful ERA .
1877,The boy who got electrocuted was unable to give a statement because he was still shocked at the incident .
1878,She got fired from the hot dog stand for putting her hair in a bun .
1879,The case against a donut thief was full of holes .
1880,"Sheesh ! You start havin ' fun , and they send the lawyers !"
1881,He that can have patience can have what he will .
1882,"The duck said to the bartender , ' put it on my bill . '"
1883,"While having a hard time water - skiing , the boy commented , ' This is such a drag . '"
1884,When the artist tried to draw a cube he had a mental block .
1885,When the air conditioning failed in the indoor stadium there was a fan protest .
1886,"OLD WOOL COATS never die , they just become mothballed ."
1887,The runaway beer truck barrelled down the freeway after its driver was mugged .
1888,All true wisdom is found on T - shirts . - - And in taglines .
1889,"If it ' s too good to be true , then it probably is ."
1890,Gauss was asked to attend because of his magnetic personality .
1891,A group of physicists is called a nucleus .
1892,Why do we have training bras ? What can we teach them ?
1893,A book called ' Current Trends in Wiring your House ' turned out to be a shocking failure .
1894,False friends are worse than open enemies .
1895,Mason - Dixon Line n . Separates y ' all from youse guys
1896,Last night sex was so good the neighbors lit cigarettes .
1897,Manners maketh the man .
1898,A word spoken is past recalling .
1899,You have the right to remain silent . . . . USE IT !
1900,Fools and their money become popular quickly .
1901,The apple never falls far from the tree .
1902,A hangman will always keep you in the loop .
1903,"We ' re all sitting in the same boat : I fish , you row ."
1904,"' ' I find you guilty , ' ' said the judge with conviction ."
1905,"OLD YACHTSMEN never die , they just keel over ."
1906,"She was only a Lighthouse keeper ' s daughter , but she never went out at night"
1907,Admiration is the daughter of ignorance .
1908,You are confused ; but this is your normal state .
1909,"Live by the sword , die by the sword ."
1910,User : The hardest - to - setup PC peripheral you can buy .
1911,"' ' I will now demonstrate how to dissect a sheep , ' ' delivered Tom ."
1912,You have to fill out many government forms because there are many forms of government .
1913,"Bush says "" No new taxes ! "" , Clinton says , "" No , NEW taxes ! """
1914,The fertiliser business is a growing industry .
1915,Poverty is the reward of idleness .
1916,"OLD SHEET ROCKERS (dry wallers) never die , they just hang around ."
1917,I tried to learn how to drive a stick shift but couldn ' t locate the manual .
1918,Took an hour to bury the cat . Silly thing kept moving . . .
1919,When poker players have to fold they feel a bit discarded .
1920,"I went to a buffet dinner with my neighbor , who is a taxidermist . After such a big meal , I was stuffed ."
1921,Those who iron clothes have a lot of pressing demands .
1922,I think a job as a shoe salesmen would be your best fit .
1923,I kept failing to get a job as a butcher because I couldn ' t just make the cut .
1924,To many girls the word ' marriage ' has a nice ring to it .
1925,A pair of loud twins were stereo speakers .
1926,To be a mountain climber one needs to be in peak condition .
1927,A bible falling apart belongs to someone who isn’t .
1928,If you work in a tire factory you have to get rolling every morning .
1929,The trumpeter blew it while auditioning for the symphony .
1930,An idea is not responsible for fools who believe in it .
1931,When a ladder was stolen from a store the manager said that further steps would be taken .
1932,A high scoring football game can be very offensive .
1933,"She was only a Vacuum salesman ' s daughter , but she knew how to suck !"
1934,Every rose has its thorn .
1935,If you have need of a locksmith he will be your key man .
1936,"Plough deep while sluggards sleep , and you will have corn to sell and keep ."
1937,Massage therapists need a touch of style .
1938,"He ' s not dead , he ' s electroencephalographically challenged"
1939,Politicians get onto the merry - go - round and then put a spin on it .
1940,For a chemist disappointed in an experiment the reaction was on his face .
1941,I was looking for watch batteries but I wound up at a clock shop .
1942,Vertical living is flat dwelling .
1943,"Waiter , my bill please . - How did you find your luncheon , sir ? - With a magnifying glass ."
1944,A lot of kneeling will keep you in good standing
1945,"I just finished reading Newton ' s Principia Mathematica , and found much of it to be rather derivative ."
1946,"' ' I ' m burning aromatic substances , ' ' said Tom , incensed ."
1947,Upon discovering her children playing with matches their mother was flaming mad .
1948,Canadian DOS prompt : EH ? \ >
1949,"Squirt guns don ' t soak people , People soak people ."
1950,The duke and the count had a fight . The duke was down for the count .
1951,I thought about studying astronomy for university but I knew I would just be taking up space .
1952,He sold candy and chocolate . A lot of girls were sweet on him .
1953,I went to an invisible fairground but didn ' t think it was very good . I just couldn ' t see the attraction .
1954,One of the joys of being a lightweight is that commuting by wind is a breeze !
1955,My buddy asked me to look after his pet goose while he was away . I told him I wasn ' t down with that .
1956,"OLD PROGRAMMERS never die , they just move to new addresses ."
1957,A speaker at the firearms convention had to rifle through his notes .
1958,Good clothes open all doors .
1959,Watson and Crick did the twist all night .
1960,A blow with a word strikes deeper than a blow with a sword .
1961,Tires cost 100 bucks a pop .
1962,"OLD CHEMISTS never die , they just fail to react ."
1963,Where do pancakes live ? In a flat .
1964,When I asked if I could get insurance if the nearby volcano erupted they assured me I would be covered .
1965,Retired teachers are classless .
1966,"For want of a nail the shoe is lost , for want of a shoe the horse is lost , for want of a horse the rider is lost ."
1967,"She was only a Janitor ' s daughter , and she was often swept off her feet ."
1968,"OLD DENTISTS never die , they just lose their pull ."
1969,Lumber companies have many board meetings .
1970,"Due to inclement weather , the sandwich shop wrapped up early Tuesday night ."
1971,Sometimes a pencil sharpener is needed in order to make a good point .
1972,"Never draw fire , it irritates everyone around you ."
1973,"My name is Rich , A successful investment banker ."
1974,A photographer taking pictures of golfers says ' watch the birdie ' .
1975,A dog gave birth to puppies near the road and was ticketed for littering .
1976,Those who work on reducing auto emissions go home exhausted .
1977,They bought a home on a cliff because they liked to live on the edge .
1978,"Old quarterbacks never die , they just pass away ."
1979,Those who make magnets can be quite attractive .
1980,Better is the enemy of good .
1981,"OLD NUMBER THEORISTS never die , they just get past their prime ."
1982,The groundskeeper at a large cemetery was important because he had 5000 people under him .
1983,How come wrong numbers are never busy ? ? ?
1984,There is a growing body of obesity research .
1985,I tinted my hair today . It was the highlight of my day .
1986,Stealing someone ' s coffee is called ' mugging ' .
1987,A doctor drank while putting on patients ' casts . He was soon plastered .
1988,"That ' s the third time my teacher changed my grade , Tom remarked ."
1989,I am kicking myself I did not take up karate earlier .
1990,Why do archers shoot arrows ? Could it be they are trying to get a point across ?
1991,Oh what a tangled web we weave . On the Internet .
1992,"Everyone talks about the weather , but nobody does anything about it ."
1993,"OLD BUS DRIVERS never die , they just take a turn for the worse ."
1994,I gave in when my wife hounded me about getting a puppy .
1995,Being a fire - fighter ignited my interest heavily .
1996,"If it ain ' t broke , let me have a shot at it ."
1997,Age and treachery can always overcome youth and skill .
1998,A boiled egg is hard to beat .
1999,It ' s never too late to mend .
2000,When Wally discovered he had Lyme disease he was really ticked off .
2001,Avogadro expected a large number to attend .
2002,"I used to have a life , now I have a modem ."
2003,"During the meeting about earthquakes , there were several motions ."
2004,Those who make sinks often feel washed out .
2005,"My name is Cookie , I ' m a baker ."
2006,2 Rules for Success : Rule # 1 : Never reveal everything you know .
2007,"OLD PROCTOLOGISTS never die , they just butt out ."
2008,He sat in the magician ' s audience dressed as a cactus . He was a plant .
2009,"OLD WASHING MACHINE OPERATORS never die , they just keep agitating ."
2010,"I didn ' t know which hammer to get , but I think I nailed it ."
2011,Love can be a touchy subject .
2012,"Grasp all , lose all ."
2013,"It was the first time she ' d seen a live sponge on display , and she really soaked it in ."
2014,A music store owner has to have sound business practices .
2015,The first guy to mass produce candies made a mint .
2016,Old presidents never die they just keep going through their cabinets .
2017,"When they claimed to house two thousand campers , it sounded like a lot of bunk ."
2018,He ' d never gone hunting but decided to give it a shot .
2019,"Stewardess trainee : "" Where does THIS door gooooooooooooo . . . . """
2020,Volta was electrified .
2021,Dwarf on a giant ' s shoulder sees farther of the two .
2022,"I ' m very picky about my hair , so a strange barber just won ' t cut it ."
2023,Some people go into martial arts just for kicks .
2024,A reporter was at an ice cream store getting the scoop .
2025,I ' m NOT stubborn ! You can ' t convince me otherwise ! !
2026,Sometimes our Outlook in Life is sent but not received .
2027,Weather forecasters thinking is sometimes clouded .
2028,Did you hear about the farmer who got attacked by a cow ? He milked it for all it was worth .
2029,OLD BOOKKEEPERS never die they just lose their figures .
2030,Who do you have to sleep with to get service around here ?
2031,Building a cul - de - sac would be a bit of a dead - end job .
2032,"They said he drank 2 bottles of whisky a day , but it wasn ' t true . He had to scotch those rumours right away ."
2033,"Teacher : In this box , I have a 10 - foot snake . Sammy : You can ' t fool me , Teacher . . . snakes don ' t have feet ."
2034,A good friend never offends .
2035,The rabbi became a professional golfer because he was good at making the cut .
2036,Swimming instructors are always getting immersed in their work .
2037,they stand best who kneel most
2038,"' ' It ' s an actual parameter , not a formal parameter , ' ' was Tom ' s argument ."
2039,For greeting card companies their fate is in the cards .
2040,A summer is a mathematician .
2041,My name is Mike . I ' m an announcer
2042,Misspelled ? Impossible . My modem is error correcting .
2043,A dry cleaners had a dozen suits in court .
2044,Violinists are often fiddling around .
2045,Armadillo : A mouse built to government specs .
2046,"If at first you don ' t succeed , try , try again ."
2047,"So , how ' s the flower business going ? Oh , it ' s blossoming quite nicely ."
2048,Objects in taglines are closer than they appear .
2049,Working for the IRS is a hard job because it is so taxing .
2050,A heavy drinker of hard liquor appears to be in high spirits .
2051,Real estate agents believe in doing good deeds .
2052,Securities are the cause of many people ' s insecurities .
2053,Some thinkle peep I ' m under the affluence of inkohol . . .
2054,"When the Dalmatian ran away , he was spotted two blocks from home ."
2055,"My name is Rusty , I ' m an iron worker ."
2056,"My student was late for class , claiming he was in the washroom . I think he was stalling ."
2057,We should make a beer commercial . It sounds simply intoxicating .
2058,I ' d give my right arm to be ambidextrous .
2059,"She was only a Insurance broker ' s daughter , but all the guys liked her policy ."
2060,"She was only a Bookbinder ' s daughter , but she knew her way between the sheets ."
2061,OLD ACTUARIES never die they just get broken down by age and sex .
2062,I love to eat eggs at the crack of dawn .
2063,Did you hear about the tire dealer that had a blowout sale ?
2064,"' ' This wind is awful , ' ' blustered Tom ."
2065,My new theory on inertia doesn ' t seem to be gaining momentum .
2066,"' ' I won ' t buy a circuit breaker , ' ' Tom refused ."
2067,A professor without a pointer may find that his lecture is pointless .
2068,"This is where I keep my arrows , said Tom , quivering ."
2069,Objects under T - Shirt are larger than they appear .
2070,He realized he ' d made the major leagues when it finally hit him .
2071,Joe refused to eat sushi because it looks fishy .
2072,"I know a rancher who has 100 head of cattle , but he thought there were only 99 until he rounded them up ."
2073,History is a set of lies agreed upon by the Victors
2074,Set a herring to catch a whale .
2075,Leonardo Da Vinci could use a paint brush to make a stroke of genius .
2076,A jelly truck and a biscuit truck collided yesterday - police are a trifle concerned .
2077,It seems like it ' s always Patsy ' s fault .
2078,Sure I can climb cliffs ! Tom bluffed .
2079,Marriage is hard but divorce usually goes off without a hitch .
2080,Those who want to paint polka - dots have to find a good spot .
2081,Misery loves company .
2082,Why are all businessmen fat ? Must be all the inflation .
2083,Iron was discovered because someone smelt it .
2084,"He was trying to sell me new windows , but his motivations were transparent ."
2085,"Despite the high cost of living , it remains popular ."
2086,"OLD ELECTRICIANS never die , they just lose their resistance ."
2087,A small boy went to the counter to pay for his lunch but he was a little short .
2088,It ' s OK to watch an elephant bathe as they usually have their trunks on .
2089,Only the good die young .
2090,"My name is Dusty , I run a cleaning service ."
2091,"If you jump to conclusions , you make terrible landings ."
2092,"If a clock had legs , time would run out ."
2093,He always called his girlfriend his ' luck ' . Until he decided to push his luck .
2094,53 . 7 % of all statistics are totally incorrect
2095,"The All - Pro wide receiver ' s wedding was a little bit shaky , but his reception was excellent ."
2096,Audubon said he ' d have to wing it .
2097,She said she had nothing to wear . I smiled .
2098,OLD SCULPTORS never die they just lose their marbles .
2099,His day job was astronomy but at night time he was moonlighting .
2100,My name is Cliff . I ' m a mountaineer .
2101,A church welcomed all denominations but preferred tens and twenties .
2102,If you give some managers an inch they think they ' re a ruler .
2103,"OLD WRITERS never die , they just get erased ."
2104,Prevention is better than cure .
2105,"OLD FORESTERS never die , they just pine away ."
2106,Whenever the nurses have a bad day they just keep needling people .
2107,He became a sky diver out of the blue .
2108,Memories of you remind me of you .
2109,My friend lives by a cliff he ' s always telling me to drop over .
2110,"He hates his job selling used cars , but it ' s just his lot in life ."
2111,To hell with criticism . Praise is good enough for me .
2112,A racehorse ' s life is always on track .
2113,"I couldn ' t decide whether or not to make spiced apple cider , so I mulled it over ."
2114,MilliHelen : Amount of beauty needed to launch one ship .
2115,"I can ' t recall the last time I did any running , but I ' ve been jogging my memory ."
2116,People in medieval days were always hanging out by the gallows .
2117,The failure of the third largest manufacturer of baby ' s toys was enough to rattle the entire industry .
2118,Neil Simon ' s only unsuccessful play : Chapter 11 .
2119,The Transformer always had a lot of quarters with him . He was a big fan of change .
2120,"A butcher was trying so hard to be funny , but he just wasn ' t making the cut ."
2121,OLD CASHIERS never die they just check out .
2122,LSD : Virtual Reality without all the fancy hardware
2123,At seven foot six he was a great basketball player and everyone looked up to him .
2124,Bowling Alley : Please be quiet . We need to hear a pin drop .
2125,The weigh - in at the Sumo wrestling tournament was a large scale effort .
2126,The forecaster was away because he was under the weather .
2127,The cobbler ' s wife is the worst shod .
2128,A train load of paint derailed . Nearby businesses were put in the red .
2129,"I ' d love to , but my patent is pending ."
2130,Carrying coals to Newcastle .
2131,It was a lucky car . Until he had to push his luck .
2132,An elephant ' s opinion carries a lot of weight .
2133,Sign on a music store window : ' Come in and pick out a drum - - then beat it ! '
2134,My daughter ' s studying natural medicine and I ' m rooting for her .
2135,"I went to the theatre , it looked a bit suspicious . I reckon the whole thing was staged ."
2136,Men talk only to conceal the mind .
2137,He put bug spray on his watch to get rid of the ticks .
2138,The movie about the mobile home was advertised with a trailer .
2139,Officer Jones takes his yearly bath every June . He is a characteristic example of a dirty cop .
2140,"Life’s a ledger , are we giving a good accounting of ourselves"
2141,Employers like their mechanics to be geared up .
2142,Home improvement . Take your family to church .
2143,OLD GUNS never die they just get loaded .
2144,Let me know right away if you don ' t get this message .
2145,"Computers make very fast , very efficient mistakes ."
2146,Marconi was not wired up about going .
2147,Two duchesses were arguing about their husbands . They decided to duke it out .
2148,"In an empty head , you can hear forever . . . ."
2149,"Pick your friends , but not to pieces"
2150,A rising tide lifts all boats .
2151,"OLD SOCCER PLAYERS never die , they just go on dribbling ."
2152,After he carried a gun in his car the engine was soon shot .
2153,He who is not with me is against me .
2154,"OLD PROFESSORS never die , they just lose their class ."
2155,WinError # 01 : Unable to figure out own code . System crashed .
2156,I can ' t really see myself without eyes .
2157,The inventor of the fahrenheit scale solved the problem by degrees .
2158,If you don ' t know how to choose music ask a guitarist - they know how to pick .
2159,I bought a metronome for 20 bucks . You can ' t beat that price .
2160,My comb is invaluable - I can ' t part with it .
2161,"Reality is not only stranger than we imagine , it is stranger than we can imagine ."
2162,A city worker who campaigned for new sewer pipes finally had to go underground .
2163,"She told a long story about a coil of rope , and then left us all hanging ."
2164,When the tornado went through town it was quite a blow .
2165,The correct formula for concrete is worthwhile to cement in your mind .
2166,Sushi : known to the rest of the world as ' Bait '
2167,Henry perfected the Ford down to a T .
2168,"Those who choose not to eat , slowly get hungry - - and Fast ."
2169,"The guitarist passed out on stage , he must have rocked himself to sleep ."
2170,Those who live by the sword . . . kill those who don ' t .
2171,A penny saved is a Congressional oversight .
2172,"OLD HOCKEY PLAYERS never die , they just achieve their final goal ."
2173,"Shock me , say something intelligent !"
2174,The two inventors of the radio were on the same wavelength .
2175,"For the orthodontist visit , the boy had to brace himself ."
2176,Decimals have a point .
2177,Police can do a search if it ' s Warranted .
2178,Archimedes set out to invent a water pump and screwed it up .
2179,"OLD SOCCER PLAYERS never die , they just achieve their final goal ."
2180,There was a sale at the fish market today . I went to see what was the catch .
2181,All ' s well that ends well .
2182,You often hear of a good wine through the grapevine .
2183,My name is Ira . I ' m an investment advisor .
2184,"He was selling palm trees , but people thought it was a shady deal ."
2185,Why don ' t people like to talk to garbage men ? They mostly talk trash .
2186,I usually take steps to avoid elevators .
2187,"Once again , Odo wins the Twister championship ."
2188,Birds of a feather flock together .
2189,Everything is worth its price .
2190,My name is Iris . I ' m an optometrist
2191,Workers in an upholstery business demanded a wage hike to cushion the high cost of living .
2192,Many things are lost for want of asking .
2193,A bird in the hand is better than one overhead !
2194,"I can SPELL , I just can ' t TYPE worth a hoot !"
2195,How do you know if you run out of invisible ink ?
2196,My name is Nick . I was a barber but I ' m looking for a new job .
2197,Don ' t marry for money ; you can borrow it cheaper .
2198,"If it ' s useless , it will have to be documented ."
2199,The guy who sold his carnival got a Fair deal .
2200,"Winning isn ' t everything , it ' s the only thing ."
2201,When the human cannonball was late for work he got fired .
2202,Take the will for the deed .
2203,OLD PAINTERS never die they just get plastered .
2204,We must take the bad with the good .
2205,I ' m NOT unemployed . . . . . I ' m a consultant .
2206,My name is Carol . I sing during the holidays .
2207,Always trust a glue salesman . They tend to stick to their word .
2208,Archimedes was buoyant at the thought .
2209,Two airline pilots in a stand - up comedy did a takeoff .
2210,There is no greater torment than to be alone in paradise .
2211,A friend told me he dug a hole in my backyard and filled it with water . I thought he meant well .
2212,"My name is Teddy , I ' m in lingerie"
2213,Gardeners like to spring into action .
2214,Should we tell the children when we move ?
2215,Acrobats are always doing good turns .
2216,"' ' I invested in a hi - tech startup , ' ' Tom ventured ."
2217,Love is not finding someone to live with ; it ' s finding someone whom you can ' t live without .
2218,Don ' t bark if you can ' t bite .
2219,Patients usually feel better after receiving hand transplants .
2220,We ' ll burn that bridge when we come to it .
2221,Derringer had one shot at fame .
2222,Exxon - greasing the coastline for smoother boating !
2223,If you don ' t pay your exorcist you get repossessed .
2224,Have an adequate day .
2225,He ' s dead Jim . Grab his tricorder . I ' ll get his wallet .
2226,Those who like sport fishing can really get hooked .
2227,"If you have to pay to go to the river , we ' d better stop at the bank ."
2228,You have to give credit to people who work in stores during a holiday - and many people do .
2229,"The 4 major food groups : fast , frozen , junk , & spoiled ."
2230,Becoming a yoga instructor offers the possibilities of a unique teaching position .
2231,It is not wise to open old wounds .
2232,"Humpty Dumpty had a great fall - and a pretty good spring and summer , too ."
2233,The remedy is worse than the disease .
2234,"The place that made rubber balls almost went bankrupt , but they bounced back ."
2235,The surest steps to happiness are the steps to church .
2236,"Soon after he joined the band , the guitarist was instrumental ."
2237,"OLD GEOGRAPHERS never die , they just become legends ."
2238,Are giraffes good pets or are they too high maintenance ?
2239,The man who worked in the gum factory fell in a vat of bubblegum . His boss had to chew him out .
2240,"She was only a Watchman ' s daughter , but any time suited her ."
2241,Weather forecasters have to have lots of degrees .
2242,""" And we had to chisel taglines into the walls of the cave . . . . """
2243,"OLD SANITATION MEN never die , they just waste away"
2244,To become an electrician you have to pass a battery of tests .
2245,Choose a wife rather by your ear than your eye .
2246,Never test for an error you don ' t know how to handle .
2247,OLD MUSICIANS never die they just get played out .
2248,"If you burn the candle on both ends , you’re not as bright as you think ."
2249,A student limped into class with a lame excuse .
