location	score
14.0	"[[-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 3.63596186e-01  3.62242564e-01  3.56792895e-01  1.90846898e-01
   9.81262773e-02  9.81262773e-02  7.80068901e-02 -5.06304165e-02
  -5.06304165e-02 -9.06649391e-02]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.24019528e-01  3.99626903e-01  3.92698004e-01  3.42786764e-01
   3.37864879e-01  3.33024569e-01  3.18070902e-01  3.18070902e-01
   3.09239098e-01  2.91958100e-01]
 [ 2.29261671e-01  2.14991514e-01  6.22911898e-03 -8.35582814e-03
  -9.99126302e-02 -9.99126302e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 1.73305283e-01  1.73305283e-01  1.39071112e-01  1.28612126e-01
   1.08542415e-01  1.01122448e-01  9.63207136e-02  6.88562627e-02
   6.43603769e-02  6.43603769e-02]
 [ 1.29612724e-01  1.29612724e-01  7.80415446e-02  6.52782272e-02
   5.97736564e-02  5.03593404e-02  4.99701534e-02  4.74429131e-02
   2.24559725e-02  5.14556741e-03]
 [ 2.83702482e-01  2.64797500e-01  1.63882822e-01  6.07474226e-02
  -7.96031464e-03 -8.34119174e-02 -8.34119174e-02 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 4.00335590e-01  3.87668336e-01  8.71347133e-02  8.71347133e-02
  -1.09486303e-01 -1.09486303e-01 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 9.57151621e-02  8.65884594e-02  7.46161626e-02  6.53487938e-02
   4.93047972e-02  2.86061794e-02  2.86061794e-02  1.93349221e-02
   6.58668066e-04 -1.77671263e-03]
 [ 5.22642602e-01  5.22642602e-01  2.97003632e-01  2.97003632e-01
   1.12311873e-01  1.12311873e-01  8.69556816e-02  8.69556816e-02
  -6.88039626e-02 -6.88039626e-02]
 [ 5.65520208e-01  5.63492642e-01  4.26523377e-01  4.22654584e-01
   4.20509858e-01  4.20509858e-01  3.26840090e-01  3.26840090e-01
   3.23955793e-01  3.23955793e-01]
 [ 3.25854320e-01  3.13589693e-01  6.92094673e-02  1.08164741e-02
  -4.80317556e-02 -4.80317556e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"
15.0	"[[ 1.78835975e-01  1.72960672e-01  1.66612589e-01  1.54901272e-01
   1.53647019e-01  2.98668160e-02 -1.17901968e-02 -4.66387654e-02
  -5.06455615e-02 -5.06455615e-02]
 [ 1.21457716e-01  1.15461884e-01  2.98925170e-02 -4.56898462e-02
  -5.90658527e-02 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 8.27670989e-03  8.27670989e-03 -9.05802213e-02 -9.57870529e-02
  -1.30920395e-01 -1.72072292e-01 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-2.93907511e-02 -6.81175035e-02 -1.13684556e-01 -1.13684556e-01
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 2.42913648e-01  1.75103555e-01  1.61546513e-01  1.55664772e-01
   1.47926751e-01  1.40725344e-01  1.20068980e-01  1.14851929e-01
   1.03460729e-01  9.67416435e-02]
 [ 2.92090153e-01  2.92090153e-01  2.33678070e-01  2.33678070e-01
   9.33205193e-02  9.33205193e-02  7.23013586e-04  7.23013586e-04
  -1.76816645e-02 -2.07506039e-02]
 [ 6.00888959e-02  4.71868390e-02  1.15904780e-02  1.15904780e-02
  -1.38891112e-01 -1.45455968e-01 -1.47948412e-01 -1.50686624e-01
  -1.50686624e-01 -1.00000000e+00]
 [ 5.65198567e-02  2.23191878e-02  2.23191878e-02 -1.04193861e-01
  -1.04193861e-01 -1.38608297e-01 -1.38891974e-01 -1.46700581e-01
  -1.52353180e-01 -1.79977430e-01]
 [ 2.92090153e-01  2.92090153e-01  2.33678070e-01  2.33678070e-01
   9.33205193e-02  9.33205193e-02  7.23013586e-04  7.23013586e-04
  -1.76816645e-02 -2.07506039e-02]
 [ 3.20755150e-01 -4.06000027e-02 -1.16117381e-01 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 3.23655305e-01  3.01028412e-01  2.91091329e-01  2.81961268e-01
   2.38264604e-01  2.30918829e-01  2.30918829e-01  1.41864710e-01
   1.37648941e-01  7.11050785e-02]
 [ 2.67265039e-01  2.67265039e-01  2.52334966e-01  2.45835475e-01
   1.79416653e-01  1.70605945e-01  1.70605945e-01  1.69515052e-01
   1.69515052e-01  1.68442220e-01]
 [ 3.58202300e-01  3.44349427e-01  2.88226187e-01  2.83798779e-01
   2.43189845e-01  2.34693871e-01  1.96271908e-01  1.55462465e-01
   1.55462465e-01  1.49274335e-01]
 [ 1.85914749e-01  1.85568817e-01  1.58469358e-01  1.45312852e-01
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"
8.0	"[[ 0.16019354  0.14611878  0.0147209   0.0147209  -0.07999548 -0.09581887
  -0.10279127 -0.12206906 -0.13871205 -1.        ]
 [ 0.39174398  0.3631039   0.24531785  0.24531785  0.2212025   0.17387497
   0.16353802  0.15187492  0.14777164  0.1064715 ]
 [ 0.41716597  0.28667368  0.19921752 -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.38979199  0.36533521  0.33515025  0.27428411  0.20136806  0.19115397
   0.17901106  0.16811574  0.16738371  0.11258517]
 [ 0.53690826  0.53315806  0.42803905  0.42803905  0.42521418  0.38197064
   0.38197064  0.30805694  0.30805694  0.13227095]
 [ 0.46134967  0.4115978   0.08332377  0.05608962  0.05608962  0.05033951
   0.05033951  0.01537377 -0.055811   -0.06209412]
 [ 0.619484    0.619484    0.19109805  0.05687762  0.05687762 -0.05893268
  -0.05893268 -0.07245948 -0.07746065 -0.09267023]
 [ 0.31479664  0.29489724  0.0964542   0.00638452 -0.06689952 -0.08695244
  -0.09980198 -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
17.0	"[[ 0.48869261  0.43506834  0.37680979  0.0501355   0.04245679  0.03784566
   0.00967433  0.00815058  0.00735218  0.00476974]
 [ 0.39941     0.38364706 -0.0497435  -0.08455461 -0.1007999  -0.1007999
  -0.21253433 -0.21253433 -1.         -1.        ]
 [ 0.33704944  0.31867049 -0.09211764 -0.1207763  -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.38469806  0.23273814  0.23273814 -0.04066864 -0.04066864 -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.41149795  0.40914474  0.39043904  0.06370229 -0.06059234 -0.06059234
  -0.07637674 -0.1855354  -0.1925774  -1.        ]
 [-0.03378595 -0.0399797  -0.11352408 -0.11634647 -0.11634647 -0.21299915
  -0.22817772 -1.         -1.         -1.        ]
 [ 0.33695785  0.28887432 -0.00686324 -0.00686324 -0.01501306 -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.44044786  0.40200195  0.33592824  0.28549809  0.05950664  0.05879383
   0.05370066  0.04310961  0.02820822 -0.00432141]
 [ 0.34532905  0.3150338  -0.00259017 -0.03207194 -0.13545838 -0.15861899
  -0.15861899 -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.41149795  0.40914474  0.39043904  0.06370229 -0.06059234 -0.06059234
  -0.07637674 -0.1855354  -0.1925774  -1.        ]
 [ 0.21367415  0.21032082 -0.02878968 -0.03505025 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.21067449  0.21067449 -0.41040086 -0.41040086 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.48869261  0.43506834  0.37680979  0.0501355   0.04245679  0.03784566
   0.00967433  0.00815058  0.00735218  0.00476974]
 [ 0.16610725  0.16610725 -0.13516212 -0.13516212 -0.18640476 -0.1930208
  -1.         -1.         -1.         -1.        ]
 [ 0.15854415  0.07199924  0.07199924  0.01871584  0.01871584 -0.01255744
  -0.01255744 -0.01424882 -0.01424882 -0.03185051]
 [ 0.35357517  0.33877291  0.30012217  0.30008633  0.27605646  0.24729489
   0.24729489  0.20315796  0.0975357   0.0910595 ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
9.0	"[[ 0.43558774  0.43558774  0.01800242  0.0165462   0.00523354 -0.00120071
  -1.         -1.         -1.         -1.        ]
 [ 0.24943996  0.23455642  0.22497969  0.19259629  0.00553883  0.00553883
  -0.01027278 -0.01141801 -1.         -1.        ]
 [ 0.31768428  0.27291469  0.27291469  0.23934028  0.21771842  0.20714775
   0.19509995  0.17830081  0.17437503  0.16840204]
 [ 0.30111476  0.12683484  0.1022796   0.09569164  0.07644817  0.06875436
   0.06394509  0.06180613  0.04686225  0.04686225]
 [ 0.30378839  0.0598791   0.0598791  -0.03012051 -0.03012051 -0.06084395
  -0.06084395 -1.         -1.         -1.        ]
 [ 0.49942975  0.49942975  0.08229595  0.08229595  0.05018613  0.05018613
   0.04985045  0.04985045  0.04485351  0.04485351]
 [ 0.22602838  0.1969453   0.16645719  0.16209397  0.02885908  0.02463683
   0.0114653   0.00181639 -0.04284289 -0.04284289]
 [ 0.09183723  0.07600285  0.02660624  0.02660624 -0.00581107 -0.00662142
  -1.         -1.         -1.         -1.        ]
 [ 0.19364407  0.17806026  0.16164171  0.15361278  0.02144222  0.02144222
   0.01188892  0.00862522 -0.00563662 -0.02900226]
 [ 0.34617306  0.31890874  0.12589337  0.11839192 -0.00327451 -0.00670291
  -0.01293981 -0.01293981 -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
15.0	"[[-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 3.79216004e-01  3.63113507e-01  3.19826668e-01  2.96324861e-01
   2.25781994e-01  2.10458517e-01 -5.08193516e-02 -5.08193516e-02
  -1.00000000e+00 -1.00000000e+00]
 [ 5.81347764e-01  5.62254809e-01  8.03027713e-02  8.03027713e-02
  -3.10091853e-04 -2.71679174e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 5.86771408e-01  4.99663772e-01  4.66524498e-01  3.90694628e-01
   3.59819160e-01  7.14142755e-02 -1.29849967e-02 -1.64830233e-02
  -3.58914846e-02 -3.58914846e-02]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 3.31622337e-01  3.16460677e-01  2.69426165e-01  2.05651079e-01
  -1.61505073e-02 -1.61505073e-02 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 5.46591232e-01  4.81670464e-01  4.08856338e-01  3.80757267e-01
   3.68176822e-01  3.63410036e-01  3.47292308e-01  3.46126399e-01
   9.84803917e-02  9.30532124e-02]
 [ 5.59986438e-01  5.59986438e-01  1.55486676e-01  1.55486676e-01
   1.50870495e-01  1.50870495e-01  1.44544205e-01  1.44544205e-01
   9.32990792e-02  9.32990792e-02]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [ 2.10913143e-01  2.04218501e-01  1.89790037e-01  1.66893919e-01
   1.63142687e-01  1.25711480e-01  1.17068202e-01  1.16887846e-01
   8.98562104e-02  6.36726862e-02]
 [ 4.67889384e-01  2.76084948e-01 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]
 [-1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00 -1.00000000e+00 -1.00000000e+00
  -1.00000000e+00 -1.00000000e+00]]"
7.0	"[[ 0.55185075  0.55185075  0.19682781  0.19682781  0.1798787   0.1798787
   0.00185532  0.00185532 -0.01461805 -0.02718583]
 [ 0.30661529  0.30405506  0.239547    0.09761008  0.08248519  0.06107706
   0.05479491  0.01668695  0.00960614  0.00960614]
 [ 0.02975276  0.01929963 -0.00878584 -0.00878584 -0.00999682 -0.01016122
  -0.03581668 -0.03581668 -0.08488486 -1.        ]
 [ 0.23967702  0.224578    0.20962617  0.20493611  0.20223417  0.18154442
   0.18154442  0.13967151  0.12590057  0.10643162]
 [ 0.34347545  0.34347545 -0.00582007 -0.06089557 -0.06089557 -0.09786316
  -1.         -1.         -1.         -1.        ]
 [ 0.29524727  0.2508805   0.11468066  0.11468066 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.44284938  0.38964002 -0.03304893 -0.03304893 -0.09175493 -0.09509878
  -1.         -1.         -1.         -1.        ]
 [ 0.28159984  0.25785641  0.03002089 -0.00138025 -0.00138025 -0.02266329
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
7.0	"[[ 0.36442929  0.33752622  0.25390147  0.20284128  0.19563741  0.19563741
   0.17896439  0.15752792  0.13020261  0.13020261]
 [-0.00554891 -0.01391687 -0.01391687 -0.01711521 -0.02877498 -0.03442609
  -0.03757348 -0.04197143 -0.07089562 -0.07839825]
 [ 0.37709389  0.37505609  0.2064885   0.14589533 -0.0060274  -0.0060274
  -1.         -1.         -1.         -1.        ]
 [ 0.48771024  0.48771024  0.31862291  0.29590659  0.03273551  0.02677691
   0.02677691  0.0221531   0.01921293 -1.        ]
 [ 0.68647343  0.43078664  0.41824414  0.40789608  0.39149708  0.37125119
   0.31124834  0.24985517  0.13537549  0.06945258]
 [ 0.65585171  0.64266536  0.39794363  0.39305731  0.3001491   0.3001491
   0.24900592  0.20180064  0.20180064  0.16869433]
 [ 0.26907351  0.26907351  0.08178601  0.07470451  0.0339213   0.0339213
  -1.         -1.         -1.         -1.        ]]"
5.0	"[[ 0.3725965   0.3725965   0.1983037   0.1983037   0.05033913  0.05033913
  -0.10941718 -0.10941718 -1.         -1.        ]
 [ 0.38014774  0.35828142 -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.4898333   0.48893944  0.37396929  0.37319876  0.07337917 -0.01815232
  -0.0975902  -0.0975902  -1.         -1.        ]
 [ 0.42503426  0.42503426  0.00273904 -0.00328166 -0.01467443 -0.01787943
  -1.         -1.         -1.         -1.        ]
 [ 0.45550687  0.42003704  0.14272465  0.14272465 -0.03156246 -0.04556575
  -1.         -1.         -1.         -1.        ]
 [ 0.35450107  0.33904499  0.27078616  0.19945693  0.076731    0.076731
  -0.10171003 -0.10171003 -0.1155496  -0.1155496 ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
15.0	"[[ 0.35346865  0.21758115  0.1749389  -0.00646572 -0.00646572 -0.07730953
  -0.07730953 -1.         -1.         -1.        ]
 [ 0.49060523  0.47582289  0.29047358  0.14241024  0.06433645 -0.0258719
  -0.0258719  -1.         -1.         -1.        ]
 [ 0.53295996  0.53260628  0.13640746  0.10759165 -0.06952143 -0.06952143
  -1.         -1.         -1.         -1.        ]
 [ 0.17484487  0.05031081 -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.38662445  0.23969713  0.1366704   0.10366915  0.04184448  0.03586298
   0.0310054   0.01710845  0.01535389  0.00281258]
 [ 0.25320736  0.25320736  0.04941835  0.04941835 -0.01545812 -0.01545812
  -0.03630322 -0.03630322 -0.11356201 -0.11356201]
 [ 0.30375286  0.30375286  0.04404678  0.04404678  0.03612756  0.03612756
   0.02485151  0.02485151 -0.02282311 -0.02282311]
 [ 0.36746736  0.30827795  0.20053636  0.13656591  0.02559788 -0.01047421
  -1.         -1.         -1.         -1.        ]
 [ 0.43999354  0.40463408  0.33790516  0.33790516  0.31367915  0.29481505
   0.24824749  0.17592232  0.1686457   0.13124718]
 [ 0.63209726  0.59523079  0.04513122 -0.01450777 -0.03196831 -0.07904789
  -0.07904789 -0.11041592 -0.11492169 -0.12670324]
 [ 0.43043431  0.38067044 -0.04186398 -0.06557837 -0.07929925 -0.07929925
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.44585454  0.44585454  0.05598275  0.05598275 -0.0454965  -0.0454965
  -0.0522133  -0.0522133  -0.05290358 -0.05290358]
 [ 0.09449053  0.09226851  0.01345987  0.00511172 -0.06787531 -0.06787531
  -1.         -1.         -1.         -1.        ]
 [ 0.35120022  0.28546242  0.26453245  0.24435504  0.1262665   0.1197729
   0.08781299  0.08781299 -0.09349921 -0.09349921]
 [ 0.14464099  0.10184476 -0.03886256 -0.04551214 -0.09408126 -0.09408126
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
10.0	"[[ 0.38657289  0.34027407  0.2378949   0.2378949   0.22532258  0.18639686
   0.12880481  0.09571748  0.08810158  0.00608198]
 [ 0.33566027  0.32814781  0.12367956  0.12367956 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.29098406  0.29098406  0.18780301  0.18780301  0.10817096  0.087914
   0.07758285  0.07758285 -1.         -1.        ]
 [ 0.36249786  0.32541129  0.32541129  0.20744248  0.2045501   0.15690018
   0.08018776 -1.         -1.         -1.        ]
 [ 0.26762342  0.25729255  0.2468817   0.2468817  -0.03669469 -0.03669469
  -0.0762652  -0.16482586 -0.16537746 -1.        ]
 [ 0.55735596  0.55735596  0.07693692  0.07693692 -0.01180681 -0.01180681
  -1.         -1.         -1.         -1.        ]
 [ 0.61417703  0.44884363  0.42038697  0.41216149  0.38622909  0.36213397
   0.36181946  0.30594925  0.21880705  0.20153522]
 [ 0.47109684  0.47109684  0.33238052  0.11927447  0.11927447  0.00493504
  -0.00620201 -0.02169501 -0.02169501 -0.04344352]
 [ 0.46506212  0.45791879  0.3402607   0.3402607   0.32885037  0.32885037
   0.11541119  0.03718055  0.0252744  -0.03395611]
 [ 0.40748335  0.40748335  0.16548277  0.15876939 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.62637252  0.49479572  0.42541155  0.0774771   0.00468981 -0.01751911
  -0.01889542 -0.01889542 -1.         -1.        ]]"
5.0	"[[ 0.31340933  0.31340933  0.18300972  0.18300972 -0.07559406 -0.07559406
  -0.11242414 -0.11242414 -0.11642405 -0.11642405]
 [ 0.22827147  0.22501018 -0.09459191 -0.09459191 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.08967754  0.08967754 -0.01722492 -0.02579285 -0.09810822 -0.09810822
  -1.         -1.         -1.         -1.        ]
 [ 0.43002717  0.43002717  0.05659211  0.05501079  0.03048243  0.02514184
  -1.         -1.         -1.         -1.        ]
 [ 0.30456605  0.29295229 -0.03004643 -0.03004643 -0.0343981  -0.03840456
  -1.         -1.         -1.         -1.        ]
 [ 0.15691088  0.15691088  0.06771261  0.0586095   0.0586095   0.03653864
   0.0291489   0.0291489   0.02291009  0.02291009]
 [ 0.03232195  0.03232195 -0.00726896 -0.00726896 -0.07663326 -0.07663326
  -0.10420371 -0.11323817 -0.11340474 -0.11565925]
 [ 0.05635197  0.03941003 -0.16901809 -0.19444667 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
8.0	"[[ 0.37797204  0.32638698  0.317007    0.09727669  0.08516853  0.08135804
   0.0731824   0.06700924  0.05631829  0.01644326]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.03322871  0.03317285  0.02956784  0.00453151 -0.00546633 -0.00873994
  -0.00873994 -0.02133799 -0.02676413 -0.03847903]
 [ 0.07205754  0.06899468  0.04016191  0.03525288 -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.01105526  0.01105526 -0.00344578 -0.02805823 -0.0416309  -0.05242393
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.0297957   0.0297957  -0.05083774 -0.06501575 -0.06839929 -0.06839929
  -0.0866241  -0.08819146 -0.09408751 -0.10129103]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
12.0	"[[ 0.25826696  0.21641958 -0.01450657 -0.01450657 -0.04495455 -0.0980338
  -1.         -1.         -1.         -1.        ]
 [ 0.30128892  0.29723914  0.21227334  0.18631065  0.05978721  0.01521469
  -0.00192349 -0.05043671 -0.05742953 -0.08303086]
 [ 0.45372625  0.45372625  0.17387372  0.07243439  0.07243439  0.05433041
   0.04301243  0.04142012  0.04142012 -0.03873112]
 [ 0.47966653  0.33847771  0.13100949  0.04719458 -0.01953197 -0.03610418
  -0.03960935 -0.03960935 -1.         -1.        ]
 [ 0.382162    0.1864726   0.08623686  0.08623686  0.07933424 -1.
  -1.         -1.         -1.         -1.        ]
 [ 0.48545444  0.48545444  0.0135987  -0.00189123 -0.00343624 -0.02019591
  -0.02511747 -0.02594894 -0.02750995 -0.02792072]
 [ 0.48794388  0.48794388  0.12581352  0.12581352  0.08604062 -0.0392304
  -0.0392304  -0.05108738 -0.05108738 -0.10201174]
 [ 0.19338296  0.17604766  0.16883148  0.15417566  0.02928695  0.02928695
  -1.         -1.         -1.         -1.        ]
 [ 0.39162525  0.330878    0.31476532  0.31188324  0.20985245  0.14555865
   0.0146569   0.0146569  -1.         -1.        ]
 [ 0.73833915  0.73833915  0.05905754  0.02110126  0.01004322 -0.00893666
  -1.         -1.         -1.         -1.        ]
 [ 0.43863933  0.43863933  0.1056677   0.10261615  0.01062525  0.01062525
  -1.         -1.         -1.         -1.        ]
 [ 0.45006382  0.43747398  0.12187323  0.12187323  0.05070191  0.04289789
  -1.         -1.         -1.         -1.        ]
 [ 0.45372625  0.45372625  0.17387372  0.07243439  0.07243439  0.05433041
   0.04301243  0.04142012  0.04142012 -0.03873112]
 [ 0.25642903  0.21542148  0.08923272  0.08332924 -0.01433126 -0.01433126
  -1.         -1.         -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.        ]]"
