,text,label
1587,"In medical school he worried about passing as a surgeon , but he made the cut .",1
1588,"A cat found a mysterious sweater , but the mystery was soon unravelled .",1
1589,"Notice in a field : The farmer allows walkers to cross the field for free , but the bull charges .",1
1590,I didn ' t have the faintest idea as to why I passed out .,1
1591,I used to work in a blanket factory but it folded .,1
1592,Rental agents offer quarters for dollars .,1
1593,The environmentalist rode his bike 20 miles in the morning and 20 more in the evening . He loved recycling .,1
1594,". . . I multi - task , I read in the bathroom .",0
1595,His qualifications as a math teacher didn ' t add up .,1
1596,"Enjoy the present day , trusting little to what tomorrow may bring .",0
1597,There are sins of omission as well as of commission .,0
1598,"Deeds are fruits , words are but leaves .",0
1599,Wade not in unknown waters .,0
1600,"I forget the dream , but I ' m missing a pajama button . . .",0
1601,"She was only a Electrician ' s daughter , and she made house calls to remove her customers ' shorts .",1
1602,"Yo mama ' s so ugly , she made an onion cry .",0
1603,My name is Sherry . I work in a vineyard .,1
1604,How could I trust the ceiling fan installer when I knew he was always screwing up .,1
1605,Politics makes strange bedfellows .,0
1606,A musician went to hospital after playing too many accidentals .,1
1607,If you want a metal dog leash go to a chain store .,1
1608,"If they ever have a contest for the best looking mannequin , there will be stiff competition .",1
1609,"Set your drink on a skateboard , they make good coasters .",1
1610,"Hey , wake up ! It ' s time for your sleeping pills .",0
1611,Procrastination is the thief of time .,0
1612,A watched pot never boils .,0
1613,"OLD PHILOSOPHERS never die , they just retire to their own premises .",1
1614,People who work at a mint make a lot of money .,1
1615,"I wanted to join my local rambling club , but the guy I spoke to on the phone just went on and on .",1
1616,"She was only a Porchclimber ' s daughter , but you should see her stoop",1
1617,"Have an optometrist run for president , because they are people of vision .",1
1618,Go with the flow .,0
1619,She was only a whisky maker but he loved her still .,1
1620,When the beautician was asked to complete her make - up work she blushed .,1
1621,"As usual , the chief meteorologist blustered his way through the staff meeting .",1
1622,"As you sow , so you reap .",0
1623,"OLD BUTCHERS never die , they just get disjointed .",1
1624,If you miss a class at beauty school you ' ll need a makeup session .,1
1625,My name is Bud . I ' m in flowers .,1
1626,The musician in jail was anxiously awaiting his next release .,1
1627,The man addicted to brake fluid said he could stop any time .,1
1628,"OLD WATCHMAKERS never die , they just wind down .",1
1629,There ' s many a slip ' twixt cup and lip .,0
1630,"OLD HACKERS never die , they just go to bits",1
1631,"' ' I ' ve got to stop this motor , ' ' Tom choked .",1
1632,Reckless youth makes rueful age .,0
1633,Do unto others as you would have them do unto you .,0
1634,Even the best bird dog is only good to a point .,1
1635,"OLD HELICOPTER PILOTS never die , they just lose their choppers .",1
1636,The cat took up computer lessons in hopes of mastering its grip on a mouse .,1
1637,Packing up and relocating to a new home can be a moving experience .,1
1638,"Love is like war , Easy to start , Hard to end , Impossible to forget .",0
1639,"If you can ' t beat them , join them .",0
1640,Pick Pockets 50 % Climb Walls 75 % Steal Tagline 99 %,0
1641,The earless defendant waived his hearing .,1
1642,A seminar on Time Travel will be held 2 weeks ago . . . .,0
1643,"Be careful what you wish for , you just might get it .",0
1644,The hotel chef was noted for his tomfoolery and his capers .,1
1645,Sea captains have a lot of latitude .,1
1646,"OLD LIBRARIANS never die , they just lose their circulation .",1
1647,Scientists allow us to see the sun in a different light .,1
1648,Proverbs run in pairs .,0
1649,Dentists have the same old grind day after day .,1
1650,The star asked the sun why the moon was always up so late . Sun responded that it was just a phase .,1
1651,Erasable pens were a good idea on paper .,1
1652,If you do research in optics you will have to do some light reading .,1
1653,"My name is Oscar , and I ' m a movie star .",1
1654,For fast relief take two tablets . The ten commandments,1
1655,"I could not pull out of my parking space , so I used my back up plan .",1
1656,Where there are many chickens you can find layers of eggs .,1
1657,A cow that is pampered too much will give spoiled milk .,1
1658,"When Irish boys carry their little brothers , they get a Pat on the back .",1
1659,He died leaving 100 clocks . His son is winding up the estate .,1
1660,He bought a donkey because he thought he might get a kick out of it .,1
1661,The man who dies with the most toys is still dead .,0
1662,"OLD WATCHMAKERS never die , they just unwind .",1
1663,Shit or get off the pot .,0
1664,Did you hear about the pilot who always had work ? He was great at landing a job .,1
1665,Do you have any parting words ? - How about comb and brush ?,1
1666,"Windows isn ' t crippleware : it ' s "" Functionally Challenged """,0
1667,Network management is like trying to herd cats . . .,0
1668,Confidence is important ; the computer can sense fear .,0
1669,Two banks with different rates have a conflict of interest .,1
1670,When crazy glue was invented lots of people became attached to it .,1
1671,It ' s a good horse that never stumbles .,0
1672,There ' s no place like home .,0
1673,By perseverance the snail reached the arc .,0
1674,"When the wheel was invented , it caused a revolution .",1
1675,"' ' It ' s twelve noon , ' ' Tom chimed in .",1
1676,The butcher backed up into the meat grinder and got a little behind in his work .,1
1677,Beats me why anyone would want to be a masochist .,1
1678,"Long absent , soon forgotten .",0
1679,"OLD CARDIOLOGISTS never die , they just lose heart .",1
1680,A friend is best found in adversity .,0
1681,"After he invented the light bulb , people saw Edison in a new light .",1
1682,Don ' t try to reinvent the wheel .,0
1683,Hell hath no fury like the lawyer of woman scorned !,0
1684,"OLD ELECTRICIANS never die , they just lose their spark .",1
1685,The best way to stop a charging bull is to take away his credit card .,1
1686,I wanted to exercise last night but it just didn ' t work out .,1
1687,What ' s another word for Thesaurus ?,0
1688,Some people with a lot of vision started the Blind Institute .,1
1689,Everyone ' s fuming over the high cost of gas .,1
1690,"She told me the drink was non - alcoholic , but where was the proof ?",1
1691,During a tennis match one player gave the other a backhanded compliment .,1
1692,Time will tell .,0
1693,He auditioned for a part as a trumpet player but he blew it .,1
1694,Most males in a men ' s room are stand - up guys .,1
1695,A girl and her boyfriend went to a party as a barcode . They were an item .,1
1696,There was an eye doctor who wanted to re - locate but couldn ' t find a job because he didn ' t have enough contacts .,1
1697,"She was only a Fireman ' s daughter , but she ' s really going to blazes .",1
1698,"My name is Frank , the Hot - Dog vendor",1
1699,"Last week I was diagnosed with insomnia , and now I ' m just so tired of it .",1
1700,Musical composers can use lots of Note paper .,1
1701,Small people are in short supply .,1
1702,Burning too much incense in a rented room could make the owner incensed .,1
1703,"For a fish , the end of a barbed hook is the ' ' point ' ' of no return .",1
1704,Drumming is not the way to catch a hare .,0
1705,Give a man a fish and you feed him for a day . Teach a man to fish and you feed him for a lifetime .,0
1706,Two silk worms had a race . They ended up in a tie .,1
1707,Semaphore was flagged away as a form of communication decades ago .,1
1708,A will is a relative thing .,1
1709,Home is where the heart is .,0
1710,OLD BEEKEEPERS never die they just buzz off .,1
1711,I ' d tell you a joke about a cow but I always butcher it .,1
1712,There ' s a new magnetic steam iron that makes your clothes attractive .,1
1713,"OLD CASHIERS never die , they just change .",1
1714,The police auction was a complete bust .,1
1715,Joan is as good as my lady in the dark .,0
1716,The incontinent Scotsman had a wee accident .,1
1717,Be reasonable . . . . . do it my way .,0
1718,"My dog has a lot of potential , you just have to unleash it .",1
1719,To some - marriage is a word . . . to others - a sentence .,1
1720,Confidence is the companion of success .,0
1721,"I ' d love to , but I ' m teaching my ferret to yodel .",0
1722,A broken watch is right two times a day .,0
1723,"Don ' t play with matches . Lighters work much , much better .",0
1724,Reward for a job well done : more work .,0
1725,"Years ago , changing TV channels from a sitting position was a remote possibility .",1
1726,Horses eat best when they don ' t have a bit in their mouth .,1
1727,"I ' ve passed the exam this time , Tom remarked .",1
1728,Waiters are good at multiplication because they know their tables .,1
1729,When he forgot to itemize what he wanted at the grocery store he felt quite listless .,1
1730,"Two can live as cheaply as one , for half as long .",0
1731,I got a small ticket for speeding . It ' s fine with me .,1
1732,Sharks don ' t eat lawyers . Professional courtesy .,0
1733,I once had insomnia so bad I was awake until it dawned on me .,1
1734,Surfing is a swell sport !,1
1735,Some food for thought is only baloney,1
1736,Stolen eggs are poached .,1
1737,He does the work of 3 men . . . . Larry Moe & Curly .,0
1738,"Professional rock climbers , the only people paid to get high .",1
1739,Good girls go to heaven . Bad girls go EVERYwhere .,0
1740,"I ' m not lost , I ' m "" locationally challenged . """,0
1741,"When the doctor asked the editor how he was doing , he said he had a problem with his circulation .",1
1742,Where there ' s muck there ' s brass .,0
1743,"I didn ' t understand the math , so the teacher summed it up for me .",1
1744,"When in Rome , do as the Romans do .",0
1745,Many a mickle makes a muckle .,0
1746,For a dishonest employee : He ' s an unbelievable worker .,1
1747,"I wanted to do some research on anorexia , so I went to the library to get the skinny .",1
1748,When the spice ships used to bring goods to the king the captain was peppered with compliments .,1
1749,"OLD ORGANISTS never die , they just come to a stop .",1
1750,The only similarity between ancient times and the 1970 ' s is that both were full of people getting stoned .,1
1751,A cat may look at a king .,0
1752,What did the triangle say to the circle ? You ' re so pointless .,1
1753,"I ' m taking this ship back into harbor , Tom reported .",1
1754,They call me Pops . I sell soft drinks .,1
1755,"I tried wrapping Christmas presents , but I didn ' t have the gift .",1
1756,"' ' I love hot dogs , ' ' said Tom with relish .",1
1757,"In the army mess hall , the men were getting fed up .",1
1758,People who eat their apples stem and seed and all improve their core values .,1
1759,"I met this guy who said he loved children , then I found out he was on parole for it .",1
1760,Piano players know what bar they are in .,1
1761,Two clock makers argued and got ticked off .,1
1762,Some people take beautiful pictures and cut them into pieces . That ' s a puzzle to me .,1
1763,"I found out that at the gym , their opinion on fitness carries a lot of weight .",1
1764,Great minds agree .,0
1765,OLD FIREFIGHTERS never die they just go to blazes .,1
1766,"When a new baby comes into a family , many changes are necessary .",1
1767,The royal pharmacist wore a tuxedo and dispensed with formalities .,1
1768,Never share a foxhole with anyone braver than you are .,0
1769,A crazy programmer with a cold is a coughing hacker .,1
1770,Eve taught us it?€?s okay to take a little ribbing,1
1771,The only free cheese is in the mouse trap .,0
1772,The astronomer became an actor because he always wanted to visit the stars .,1
1773,Hasty judgment leads to repentance .,0
1774,"OLD GEOLOGISTS never die , they just have their faults",1
1775,Take care of number one .,0
1776,"He ' s dead , Jim . Kick him if you don ' t believe me .",0
1777,Meet me at the clothes line . That ' s where I hang out !,1
1778,Life is what you make of it .,0
1779,The inventor of shag carpet made a big pile .,1
1780,I ' ve always pictured myself taking selfies .,1
1781,"He would promise to play golf , but he didn ' t know how to follow through .",1
1782,The artist was great . He could always draw a crowd .,1
1783,He that steals an egg will steal an ox .,0
1784,Glue inventors have to stick to it .,1
1785,He made a slow start in the sport of weightlifting but he picked it up eventually .,1
1786,The president of a ladder manufacturer had to step down .,1
1787,"Though thou hast ever so many counsellors , yet do not forsake the counsel of thy own soul .",0
1788,Press any key to continue or any other key to quit,0
1789,A boiled egg in the morning is hard to beat .,1
1790,Banning the bra was a big flop .,1
1791,The general started bowling before his aide had entered his name on the score sheet . He had launched a pre - emptive strike .,1
1792,It is better to die on one ' s feet than live on one ' s knees .,0
1793,Biscuits and speeches are better when made with shortening .,1
1794,Biologists have recently produced immortal frogs by removing their vocal cords . They can ' t croak .,1
1795,Digging a hole for a coffin is a grave matter .,1
1796,"When the CEO dropped his brownie on the calculator , was he trying to fudge the numbers ?",1
1797,Noteworthy musicians are very composed .,1
1798,Stereo speakers are made by ' high volume ' manufacturers .,1
1799,Cats remind us that not everything in Nature has purpose .,0
1800,A karate school restaurant served mainly chops .,1
1801,You have an important role as a negative example .,0
1802,For insomnia move to the edge of the bed and you ' ll soon drop off .,1
1803,"He tried to sell me glass with imperfections in it , but I saw through it .",1
1804,Those who make balls of wool for a living like to come home and unwind .,1
1805,I wondered why the baseball was getting bigger . Then it hit me .,1
1806,The athlete colored her hair and started a winning streak .,1
1807,A balding man and his hair are soon parted .,1
1808,Oil executives are always using crude language .,1
1809,Fear not the loss of the bell more than the loss of the steeple .,0
1810,Your E - mail has been returned due to insufficient voltage,0
1811,"OLD VACUUM CLEANER SALESMEN never die , they just get sucked in !",1
1812,When writing out drink recipes you have to have a first draft .,1
1813,"He worked in a chocolate factory , but always took his sweet time .",1
1814,Did you hear about the crab in financial difficulty ? It was starting to feel the pinch .,1
1815,"A paid up computer is , by definition , obsolete .",0
1816,"Actions are usually right , but the reasons seldom are .",0
1817,"The enemy of my enemy , is my friend .",0
1818,I made a really cheesy pun about quesadillas the other day .,1
1819,The organizational get together for a company football team was called a kickoff meeting .,1
1820,He lit the arrow head because he wanted to fire it .,1
1821,"' ' Don ' t add too much water , ' ' said Tom with great concentration .",1
1822,OLD CHAUFFEURS never die they just lose their drive .,1
1823,Some people still think that writing long stories is a novel idea .,1
1824,Come huddle with us before the big game,1
1825,She swallowed a peach seed and could feel it in the pit of her stomach .,1
1826,WORK HARDER ! . . . Millions on Welfare depend on YOU !,0
1827,"' ' I like modern painting , ' ' said Tom abstractly .",1
1828,Give him an inch and he ' ll take a yard .,0
1829,The price of the big fan blew me away .,1
1830,"OLD HOUSEWIVES never die , they just wash away .",1
1831,The Biomedical Engineer didn ' t have the heart to check the EKG machine .,1
1832,"My stuffing was bad , so I got some sage advice .",1
1833,Morticians make you feel dead gorgeous .,1
1834,The janitor ' s union called for sweeping reforms .,1
1835,He folded and straightened the money because he wanted a tidy sum .,1
1836,The boy had never played basketball before so he decided to give it a shot .,1
1837,She was only an Apple - grower ' s daughter but the men said she was delicious .,1
1838,Double your hard disk space : DELETE WINDOWS !,0
1839,The hostage said he couldn ' t stay on the phone long because he was tied up at the moment .,1
1840,"Bring your spirtual Marshmellows , our pastor is on fire !",1
1841,Give credit where credit is due .,0
1842,I tried to look up impotence on the Internet but nothing came up .,1
1843,The agreeable tennis umpire was generous to a fault .,1
1844,This tagline no verb .,0
1845,"' ' I like ragged margins , ' ' said Tom without justification .",1
1846,Don ' t open the darkroom door ; it lets all the dark out .,0
1847,"Old photographers never die , they ' re just out of the picture for a while .",1
1848,Arguments about the weather will eventually blow over .,1
1849,"' ' I don ' t work here on a regular basis , ' ' said Tom casually .",1
1850,"OLD FROGS never die , but they do croak .",1
1851,What are you taking pictures of ? Tom snapped .,1
1852,Endorsement by an olympic swimmer caused a company ' s profits to dive .,1
1853,The cannibal passed his brother in the woods .,1
1854,Freud could barely repress his excitement .,1
1855,My word is final ! Tom dictated to his secretary .,1
1856,It ' s no wonder that some baseball players have lots of money - often even many of the bases are loaded .,1
1857,Good police officers never miss a beat .,1
1858,To save money for the company he cut all the electricity . They were soon in the black .,1
1859,"I try wearing tight jeans , but I can never pull it off .",1
1860,"At first I hated my haircut , but now it ' s growing on me .",1
1861,"What did the minister say to the underdressed layman ? ' ' No shoes , no shirt , no service ' '",1
1862,A sports match was attended by many scores .,1
1863,You can ' t milk a bull .,0
1864,"It ' s not the money I want , it ' s the stuff .",0
1865,Your very last breath will be a fatal blow .,1
1866,A true friend does sometime venture to be offensive .,0
1867,"I ' ll corroborate that again , Tom reproved .",1
1868,"Why yes , I - do - work for a unit of the Illuminati .",0
1869,"I had an appointment with the chiropractor , but I backed out .",1
1870,When the baby bird penned his first novel he was just a fledgling author .,1
1871,Artificial knees and elbows were developed during a joint project .,1
1872,"I always believed my body was a prison for me . I was right , in biology I learnt they were made of cells .",1
1873,"Sow thin , shear thin .",0
1874,I used to hate maths but then I realised decimals have a point .,1
1875,OLD BASEBALLS never die they just get pitched .,1
1876,The baseball pitcher ' s retirement was at the end of a wonderful ERA .,1
1877,The boy who got electrocuted was unable to give a statement because he was still shocked at the incident .,1
1878,She got fired from the hot dog stand for putting her hair in a bun .,1
1879,The case against a donut thief was full of holes .,1
1880,"Sheesh ! You start havin ' fun , and they send the lawyers !",0
1881,He that can have patience can have what he will .,0
1882,"The duck said to the bartender , ' put it on my bill . '",1
1883,"While having a hard time water - skiing , the boy commented , ' This is such a drag . '",1
1884,When the artist tried to draw a cube he had a mental block .,1
1885,When the air conditioning failed in the indoor stadium there was a fan protest .,1
1886,"OLD WOOL COATS never die , they just become mothballed .",1
1887,The runaway beer truck barrelled down the freeway after its driver was mugged .,1
1888,All true wisdom is found on T - shirts . - - And in taglines .,0
1889,"If it ' s too good to be true , then it probably is .",0
1890,Gauss was asked to attend because of his magnetic personality .,1
1891,A group of physicists is called a nucleus .,1
1892,Why do we have training bras ? What can we teach them ?,0
1893,A book called ' Current Trends in Wiring your House ' turned out to be a shocking failure .,1
1894,False friends are worse than open enemies .,0
1895,Mason - Dixon Line n . Separates y ' all from youse guys,0
1896,Last night sex was so good the neighbors lit cigarettes .,0
1897,Manners maketh the man .,0
1898,A word spoken is past recalling .,0
1899,You have the right to remain silent . . . . USE IT !,0
1900,Fools and their money become popular quickly .,0
1901,The apple never falls far from the tree .,0
1902,A hangman will always keep you in the loop .,1
1903,"We ' re all sitting in the same boat : I fish , you row .",0
1904,"' ' I find you guilty , ' ' said the judge with conviction .",1
1905,"OLD YACHTSMEN never die , they just keel over .",1
1906,"She was only a Lighthouse keeper ' s daughter , but she never went out at night",1
1907,Admiration is the daughter of ignorance .,0
1908,You are confused ; but this is your normal state .,0
1909,"Live by the sword , die by the sword .",0
1910,User : The hardest - to - setup PC peripheral you can buy .,0
1911,"' ' I will now demonstrate how to dissect a sheep , ' ' delivered Tom .",1
1912,You have to fill out many government forms because there are many forms of government .,1
1913,"Bush says "" No new taxes ! "" , Clinton says , "" No , NEW taxes ! """,0
1914,The fertiliser business is a growing industry .,1
1915,Poverty is the reward of idleness .,0
1916,"OLD SHEET ROCKERS (dry wallers) never die , they just hang around .",1
1917,I tried to learn how to drive a stick shift but couldn ' t locate the manual .,1
1918,Took an hour to bury the cat . Silly thing kept moving . . .,0
1919,When poker players have to fold they feel a bit discarded .,1
1920,"I went to a buffet dinner with my neighbor , who is a taxidermist . After such a big meal , I was stuffed .",1
1921,Those who iron clothes have a lot of pressing demands .,1
1922,I think a job as a shoe salesmen would be your best fit .,1
1923,I kept failing to get a job as a butcher because I couldn ' t just make the cut .,1
1924,To many girls the word ' marriage ' has a nice ring to it .,1
1925,A pair of loud twins were stereo speakers .,1
1926,To be a mountain climber one needs to be in peak condition .,1
1927,A bible falling apart belongs to someone who isn?€?t .,1
1928,If you work in a tire factory you have to get rolling every morning .,1
1929,The trumpeter blew it while auditioning for the symphony .,1
1930,An idea is not responsible for fools who believe in it .,0
1931,When a ladder was stolen from a store the manager said that further steps would be taken .,1
1932,A high scoring football game can be very offensive .,1
1933,"She was only a Vacuum salesman ' s daughter , but she knew how to suck !",1
1934,Every rose has its thorn .,0
1935,If you have need of a locksmith he will be your key man .,1
1936,"Plough deep while sluggards sleep , and you will have corn to sell and keep .",0
1937,Massage therapists need a touch of style .,1
1938,"He ' s not dead , he ' s electroencephalographically challenged",0
1939,Politicians get onto the merry - go - round and then put a spin on it .,1
1940,For a chemist disappointed in an experiment the reaction was on his face .,1
1941,I was looking for watch batteries but I wound up at a clock shop .,1
1942,Vertical living is flat dwelling .,1
1943,"Waiter , my bill please . - How did you find your luncheon , sir ? - With a magnifying glass .",1
1944,A lot of kneeling will keep you in good standing,1
1945,"I just finished reading Newton ' s Principia Mathematica , and found much of it to be rather derivative .",1
1946,"' ' I ' m burning aromatic substances , ' ' said Tom , incensed .",1
1947,Upon discovering her children playing with matches their mother was flaming mad .,1
1948,Canadian DOS prompt : EH ? \ >,0
1949,"Squirt guns don ' t soak people , People soak people .",0
1950,The duke and the count had a fight . The duke was down for the count .,1
1951,I thought about studying astronomy for university but I knew I would just be taking up space .,1
1952,He sold candy and chocolate . A lot of girls were sweet on him .,1
1953,I went to an invisible fairground but didn ' t think it was very good . I just couldn ' t see the attraction .,1
1954,One of the joys of being a lightweight is that commuting by wind is a breeze !,1
1955,My buddy asked me to look after his pet goose while he was away . I told him I wasn ' t down with that .,1
1956,"OLD PROGRAMMERS never die , they just move to new addresses .",1
1957,A speaker at the firearms convention had to rifle through his notes .,1
1958,Good clothes open all doors .,0
1959,Watson and Crick did the twist all night .,1
1960,A blow with a word strikes deeper than a blow with a sword .,0
1961,Tires cost 100 bucks a pop .,1
1962,"OLD CHEMISTS never die , they just fail to react .",1
1963,Where do pancakes live ? In a flat .,1
1964,When I asked if I could get insurance if the nearby volcano erupted they assured me I would be covered .,1
1965,Retired teachers are classless .,1
1966,"For want of a nail the shoe is lost , for want of a shoe the horse is lost , for want of a horse the rider is lost .",0
1967,"She was only a Janitor ' s daughter , and she was often swept off her feet .",1
1968,"OLD DENTISTS never die , they just lose their pull .",1
1969,Lumber companies have many board meetings .,1
1970,"Due to inclement weather , the sandwich shop wrapped up early Tuesday night .",1
1971,Sometimes a pencil sharpener is needed in order to make a good point .,1
1972,"Never draw fire , it irritates everyone around you .",0
1973,"My name is Rich , A successful investment banker .",1
1974,A photographer taking pictures of golfers says ' watch the birdie ' .,1
1975,A dog gave birth to puppies near the road and was ticketed for littering .,1
1976,Those who work on reducing auto emissions go home exhausted .,1
1977,They bought a home on a cliff because they liked to live on the edge .,1
1978,"Old quarterbacks never die , they just pass away .",1
1979,Those who make magnets can be quite attractive .,1
1980,Better is the enemy of good .,0
1981,"OLD NUMBER THEORISTS never die , they just get past their prime .",1
1982,The groundskeeper at a large cemetery was important because he had 5000 people under him .,1
1983,How come wrong numbers are never busy ? ? ?,0
1984,There is a growing body of obesity research .,1
1985,I tinted my hair today . It was the highlight of my day .,1
1986,Stealing someone ' s coffee is called ' mugging ' .,1
1987,A doctor drank while putting on patients ' casts . He was soon plastered .,1
1988,"That ' s the third time my teacher changed my grade , Tom remarked .",1
1989,I am kicking myself I did not take up karate earlier .,1
1990,Why do archers shoot arrows ? Could it be they are trying to get a point across ?,1
1991,Oh what a tangled web we weave . On the Internet .,1
1992,"Everyone talks about the weather , but nobody does anything about it .",0
1993,"OLD BUS DRIVERS never die , they just take a turn for the worse .",1
1994,I gave in when my wife hounded me about getting a puppy .,1
1995,Being a fire - fighter ignited my interest heavily .,1
1996,"If it ain ' t broke , let me have a shot at it .",0
1997,Age and treachery can always overcome youth and skill .,0
1998,A boiled egg is hard to beat .,1
1999,It ' s never too late to mend .,0
2000,When Wally discovered he had Lyme disease he was really ticked off .,1
2001,Avogadro expected a large number to attend .,1
2002,"I used to have a life , now I have a modem .",0
2003,"During the meeting about earthquakes , there were several motions .",1
2004,Those who make sinks often feel washed out .,1
2005,"My name is Cookie , I ' m a baker .",1
2006,2 Rules for Success : Rule # 1 : Never reveal everything you know .,0
2007,"OLD PROCTOLOGISTS never die , they just butt out .",1
2008,He sat in the magician ' s audience dressed as a cactus . He was a plant .,1
2009,"OLD WASHING MACHINE OPERATORS never die , they just keep agitating .",1
2010,"I didn ' t know which hammer to get , but I think I nailed it .",1
2011,Love can be a touchy subject .,1
2012,"Grasp all , lose all .",0
2013,"It was the first time she ' d seen a live sponge on display , and she really soaked it in .",1
2014,A music store owner has to have sound business practices .,1
2015,The first guy to mass produce candies made a mint .,1
2016,Old presidents never die they just keep going through their cabinets .,1
2017,"When they claimed to house two thousand campers , it sounded like a lot of bunk .",1
2018,He ' d never gone hunting but decided to give it a shot .,1
2019,"Stewardess trainee : "" Where does THIS door gooooooooooooo . . . . """,0
2020,Volta was electrified .,1
2021,Dwarf on a giant ' s shoulder sees farther of the two .,0
2022,"I ' m very picky about my hair , so a strange barber just won ' t cut it .",1
2023,Some people go into martial arts just for kicks .,1
2024,A reporter was at an ice cream store getting the scoop .,1
2025,I ' m NOT stubborn ! You can ' t convince me otherwise ! !,0
2026,Sometimes our Outlook in Life is sent but not received .,1
2027,Weather forecasters thinking is sometimes clouded .,1
2028,Did you hear about the farmer who got attacked by a cow ? He milked it for all it was worth .,1
2029,OLD BOOKKEEPERS never die they just lose their figures .,1
2030,Who do you have to sleep with to get service around here ?,0
2031,Building a cul - de - sac would be a bit of a dead - end job .,1
2032,"They said he drank 2 bottles of whisky a day , but it wasn ' t true . He had to scotch those rumours right away .",1
2033,"Teacher : In this box , I have a 10 - foot snake . Sammy : You can ' t fool me , Teacher . . . snakes don ' t have feet .",1
2034,A good friend never offends .,0
2035,The rabbi became a professional golfer because he was good at making the cut .,1
2036,Swimming instructors are always getting immersed in their work .,1
2037,they stand best who kneel most,1
2038,"' ' It ' s an actual parameter , not a formal parameter , ' ' was Tom ' s argument .",1
2039,For greeting card companies their fate is in the cards .,1
2040,A summer is a mathematician .,1
2041,My name is Mike . I ' m an announcer,1
2042,Misspelled ? Impossible . My modem is error correcting .,0
2043,A dry cleaners had a dozen suits in court .,1
2044,Violinists are often fiddling around .,1
2045,Armadillo : A mouse built to government specs .,0
2046,"If at first you don ' t succeed , try , try again .",0
2047,"So , how ' s the flower business going ? Oh , it ' s blossoming quite nicely .",1
2048,Objects in taglines are closer than they appear .,0
2049,Working for the IRS is a hard job because it is so taxing .,1
2050,A heavy drinker of hard liquor appears to be in high spirits .,1
2051,Real estate agents believe in doing good deeds .,1
2052,Securities are the cause of many people ' s insecurities .,1
2053,Some thinkle peep I ' m under the affluence of inkohol . . .,0
2054,"When the Dalmatian ran away , he was spotted two blocks from home .",1
2055,"My name is Rusty , I ' m an iron worker .",1
2056,"My student was late for class , claiming he was in the washroom . I think he was stalling .",1
2057,We should make a beer commercial . It sounds simply intoxicating .,1
2058,I ' d give my right arm to be ambidextrous .,0
2059,"She was only a Insurance broker ' s daughter , but all the guys liked her policy .",1
2060,"She was only a Bookbinder ' s daughter , but she knew her way between the sheets .",1
2061,OLD ACTUARIES never die they just get broken down by age and sex .,1
2062,I love to eat eggs at the crack of dawn .,1
2063,Did you hear about the tire dealer that had a blowout sale ?,1
2064,"' ' This wind is awful , ' ' blustered Tom .",1
2065,My new theory on inertia doesn ' t seem to be gaining momentum .,1
2066,"' ' I won ' t buy a circuit breaker , ' ' Tom refused .",1
2067,A professor without a pointer may find that his lecture is pointless .,1
2068,"This is where I keep my arrows , said Tom , quivering .",1
2069,Objects under T - Shirt are larger than they appear .,0
2070,He realized he ' d made the major leagues when it finally hit him .,1
2071,Joe refused to eat sushi because it looks fishy .,1
2072,"I know a rancher who has 100 head of cattle , but he thought there were only 99 until he rounded them up .",1
2073,History is a set of lies agreed upon by the Victors,0
2074,Set a herring to catch a whale .,0
2075,Leonardo Da Vinci could use a paint brush to make a stroke of genius .,1
2076,A jelly truck and a biscuit truck collided yesterday - police are a trifle concerned .,1
2077,It seems like it ' s always Patsy ' s fault .,1
2078,Sure I can climb cliffs ! Tom bluffed .,1
2079,Marriage is hard but divorce usually goes off without a hitch .,1
2080,Those who want to paint polka - dots have to find a good spot .,1
2081,Misery loves company .,0
2082,Why are all businessmen fat ? Must be all the inflation .,1
2083,Iron was discovered because someone smelt it .,1
2084,"He was trying to sell me new windows , but his motivations were transparent .",1
2085,"Despite the high cost of living , it remains popular .",0
2086,"OLD ELECTRICIANS never die , they just lose their resistance .",1
2087,A small boy went to the counter to pay for his lunch but he was a little short .,1
2088,It ' s OK to watch an elephant bathe as they usually have their trunks on .,1
2089,Only the good die young .,0
2090,"My name is Dusty , I run a cleaning service .",1
2091,"If you jump to conclusions , you make terrible landings .",1
2092,"If a clock had legs , time would run out .",1
2093,He always called his girlfriend his ' luck ' . Until he decided to push his luck .,1
2094,53 . 7 % of all statistics are totally incorrect,0
2095,"The All - Pro wide receiver ' s wedding was a little bit shaky , but his reception was excellent .",1
2096,Audubon said he ' d have to wing it .,1
2097,She said she had nothing to wear . I smiled .,0
2098,OLD SCULPTORS never die they just lose their marbles .,1
2099,His day job was astronomy but at night time he was moonlighting .,1
2100,My name is Cliff . I ' m a mountaineer .,1
2101,A church welcomed all denominations but preferred tens and twenties .,1
2102,If you give some managers an inch they think they ' re a ruler .,1
2103,"OLD WRITERS never die , they just get erased .",1
2104,Prevention is better than cure .,0
2105,"OLD FORESTERS never die , they just pine away .",1
2106,Whenever the nurses have a bad day they just keep needling people .,1
2107,He became a sky diver out of the blue .,1
2108,Memories of you remind me of you .,0
2109,My friend lives by a cliff he ' s always telling me to drop over .,1
2110,"He hates his job selling used cars , but it ' s just his lot in life .",1
2111,To hell with criticism . Praise is good enough for me .,0
2112,A racehorse ' s life is always on track .,1
2113,"I couldn ' t decide whether or not to make spiced apple cider , so I mulled it over .",1
2114,MilliHelen : Amount of beauty needed to launch one ship .,0
